form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00351635,SB29.11158,,,CCM,Campaign to Elect James M. Hoops,,,,,,195 Old Creek Drive,"Terry Rummel, Treasurer",Napoleon,OH,43545,G2024,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11157,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E. Town Street,"Alison Petty, Treasurer",Columubus,OH,43215,G2024,,2024-05-29,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11159,,,CCM,Friends of Anthony T. Hairston,,,,,,1386 East 187th Street,"Anthony Hairston, Treasurer",Cleveland,OH,44110,P2025,,2024-05-29,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11160,,,CCM,Friends of Bill Reineke,,,,,,4679 Winterset Dr.,"Susan Jones, Treasurer",Columubs,OH,43220,G2024,,2024-05-29,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11161,,,CCM,Friends of Bride Rose Sweeney,,,,,,23993 Fairlawn Dr.,"Chris Glassburn, Treasurer",North Olmsted,OH,44070,G2024,,2024-05-29,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11155,,,CCM,Friends of Hicks-Hudson,,,,,,545 E. Town Street,"Shimeako Cole, Treasurer",Columbus,OH,43215,P2026,,2024-05-07,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11156,,,CCM,Friends of Nickie J. Antonio,,,,,,1305 Belle Ave,"Jean Kosmac, Treasurer",Lakewood,OH,44107,P2026,,2024-05-07,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11162,,,CCM,Ingram for the People,,,,,,6571 Edwood Ave.,"Harriett Russell, Treasurer","Cincinnati,",OH,452241554,P2026,,2024-05-07,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11164,,,CCM,Miller for Ohio (Kevin),,,,,,6170 Pleasant Chapel Road,"Jennifer A. Best, Treasurer",Newark,OH,43056,P2024,,2024-05-29,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11163,,,CCM,Neighbors for Justin Bibb,,,,,,545 E. Town Street,"Bridgette Tupes, Treasurer",Columbus,OH,43215,P2025,,2024-05-23,7500.00,,,,,,,,,,,,,,,,,,,,,,
