form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00302232,SB29.7102,,,CCM,Campaign to Elect Jim Hoops,,,,,,195 Old Creek Dr.,,Napoleon,OH,43545,P2024,,2024-02-12,500.00,,Sykes for Office - District 28,,,,,,,,,,,OH,,,,,,,,,
SB29,C00302232,SB29.7098,,,COM,Citizens for O'Brien,,,,,,3434 Stumpville Road,,Rome,OH,44085,P2024,,2024-02-07,500.00,,Sykes for Office - District 28,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7100,,,CCM,Committee to Elect Brett Hillyer,,,,,,P.O. Box 6590,,Columbus,OH,43206,P2024,,2024-02-12,500.00,,Sykes for Office - District 28,,,,,,,,,,H,OH,98,,,,,,,,
SB29,C00302232,SB29.7097,,,COM,Friends of George Lang,,,,,,7727 Foxboro Drive,,West Chester,OH,45069,P2024,,2024-02-07,250.00,,Sykes for Office - District 28,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7027,,,IND,,Friends of Jon Cross Committee,Jon,,,,145 East Rich Street,Suite 100,Columbus,OH,43215,P2024,,2024-01-02,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7024,,,IND,,Friends of Swearingen,D.J.,,,,5738 McNeven Court,,Dublin,OH,43017,P2024,,2024-01-02,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7025,,,IND,,LaRe for Ohio,Jeff,,,,145 East Rich Street,Suite 100,Columbus,OH,43215,P2024,,2024-01-02,750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7089,,,IND,,LaRe for Ohio,Jeff,,,,145 East Rich Street,Suite 100,Columbus,OH,43215,P2024,,2024-02-20,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7096,,,COM,Matt Huffman for Ohio,,,,,,540 West Market,,Lima,OH,45801,P2024,,2024-02-12,1000.00,,Sykes for Office - District 28,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7022,,,IND,,Miller for Ohio,Kevin,,,,145 East Rich Street,Suite 100,Columbus,OH,43215,P2024,,2024-01-02,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7029,,,IND,,Miller for Ohio,Kevin,,,,145 East Rich Street,Suite 100,Columbus,OH,43215,P2024,,2024-01-31,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7028,,,IND,,RSCC,RSCC,,,,65 E. State Street,,Columbus,OH,43215,P2024,,2024-01-04,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7103,,,COM,Sprague for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-02-29,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7094,,,COM,Sykes for Office,,,,,,c/o Ohio Senate Democrats,"222 E. Town St., Ste 2W",Columbus,OH,43215,P2024,,2024-02-07,500.00,,Sykes for Office - District 28,,,,,,,,,,,,,,,,,,,,
