form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00503094,SB23.5306,,,CCM,ANDY OGLES FOR CONGRESS,,,,,,29 PUBLIC SQUARE,,COLUMBIA,TN,38401,P2024,,2023-03-14,2000.00,,Contribution,,C00811844,ANDY OGLES FOR CONGRESS,H2TN05446,OGLES,ANDY,,,,H,TN,05,,,,,,,,
SB23,C00503094,SB23.5302,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,1201 GANDY BLVD N,P.O. BOX 23064,SAINT PETERSBURG,FL,33742,P2024,,2023-03-14,2000.00,,Contribution,,C00718239,ANNA PAULINA LUNA FOR CONGRESS,H0FL13158,PAULINA LUNA,ANNA,,,,H,FL,13,,,,,,,,
SB23,C00503094,SB23.5324,,,CCM,BISHOP FOR CONGRESS,,,,,,1531 MILLBRIDGE PKWY,,WAXHAW,NC,28173,P2024,,2023-03-29,2000.00,,Contribution,,C00699660,BISHOP FOR CONGRESS,H0NC09187,BISHOP,JAMES,DANIEL,,,H,NC,08,,,,,,,,
SB23,C00503094,SB23.5332,,,CCM,CHIP ROY FOR CONGRESS,,,,,,6705 W. HWY 290,SUITE 50295,AUSTIN,TX,78735,P2024,,2023-03-29,2000.00,,Contribution,,C00662767,CHIP ROY FOR CONGRESS,H8TX21307,ROY,CHIP,,,,H,TX,21,,,,,,,,
SB23,C00503094,SB23.5303,,,CCM,ELI CRANE FOR CONGRESS,,,,,,PO BOX 1950,,CORTARO,AZ,85652,P2024,,2023-03-14,2000.00,,Contribution,,C00784934,ELI CRANE FOR CONGRESS,H2AZ01354,CRANE,ELI,,,,H,AZ,02,,,,,,,,
SB23,C00503094,SB23.5331,,,CCM,GOOD FOR CONGRESS,,,,,,PO BOX 117,,LOVINGSTON,VA,22949,P2024,,2023-03-29,2000.00,,Contribution,,C00721308,GOOD FOR CONGRESS,H0VA05160,GOOD,ROBERT G.,,,,H,VA,05,,,,,,,,
SB23,C00503094,SB23.5335,,,CCM,HAGEMAN FOR WYOMING,,,,,,P.O. BOX 4157,,CHEYENNE,WY,82003,P2024,,2023-03-30,2000.00,,Contribution,,C00788943,HAGEMAN FOR WYOMING,H2WY00166,HAGEMAN,HARRIET,,,,H,WY,00,,,,,,,,
SB23,C00503094,SB23.5309,,,CCM,JOSH BRECHEEN FOR CONGRESS,,,,,,37429 STATE HIGHWAY 31,,COALGATE,OK,74538,P2024,,2023-03-14,2000.00,,Contribution,,C00812974,JOSH BRECHEEN FOR CONGRESS,H2OK02315,BRECHEEN,JOSH,,,,H,OK,02,,,,,,,,
SB23,C00503094,SB23.5348,,,CCM,LAUREN BOEBERT FOR CONGRESS,,,,,,PO BOX 752,,RIFLE,CO,81652,P2024,,2023-04-19,2000.00,,Contribution,,C00728238,LAUREN BOEBERT FOR CONGRESS,H0CO03165,BOEBERT,LAUREN,,,,H,CO,03,,,,,,,,
SB23,C00503094,SB23.5321,,,CCM,MATT ROSENDALE FOR MONTANA,,,,,,PO BOX 4907,,HELENA,MT,59604,P2024,,2023-03-28,2000.00,,Contribution,,C00548289,MATT ROSENDALE FOR MONTANA,H4MT00050,ROSENDALE,MATT MR.,,,,H,MT,02,,,,,,,,
SB23,C00503094,SB23.5377,,,CCM,PARKINSON FOR SENATE,,,,,,PO BOX 5684,,ARLINGTON,VA,22205,P2024,,2023-05-10,2000.00,,Contribution,,C00836569,PARKINSON FOR SENATE,S4VA00312,PARKINSON,SCOTT,THOMAS,,,S,VA,00,,,,,,,,
SB23,C00503094,SB23.5328,,,CCM,RALPH NORMAN FOR CONGRESS,,,,,,PO BOX 37467,,ROCK HILL,SC,29732,P2024,,2023-03-29,2000.00,,Contribution,,C00633610,RALPH NORMAN FOR CONGRESS,H8SC05158,NORMAN,RALPH,W,,JR,H,SC,05,,,,,,,,
SB23,C00503094,SB23.5366,,,CCM,RALPH NORMAN FOR CONGRESS,,,,,,PO BOX 37467,,ROCK HILL,SC,29732,P2024,,2023-06-22,2000.00,,Contribution,,C00633610,RALPH NORMAN FOR CONGRESS,H8SC05158,NORMAN,RALPH,W,,JR,H,SC,05,,,,,,,,
SB23,C00503094,SB23.5313,,,CCM,SELF FOR CONGRESS,,,,,,550 NORTH CENTRAL EXPRESSWAY,#1920,MCKINNEY,TX,75070,P2024,,2023-03-14,2000.00,,Contribution,,C00791293,SELF FOR CONGRESS,H2TX03290,SELF,KEITH,ALAN,MR,,H,TX,03,,,,,,,,
SB23,C00503094,SB23.5367,,,CCM,STUTZMAN FOR CONGRESS,,,,,,PO BOX 339,,HOWE,IN,46746,P2024,,2023-06-13,2000.00,,Contribution,,C00838110,STUTZMAN FOR CONGRESS,H4IN03174,STUTZMAN,MARLIN,,,,H,IN,03,,,,,,,,
