form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00442368,SB21B.13458,,,ORG,American Express,,,,,,PO Box 650448,,Dallas,TX,75265,,,2024-11-26,8787.03,,Credit Card Payment: See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13458.0,SB21B.13458,SB21B,ORG,American Express,,,,,,PO Box 650448,,Dallas,TX,75265,,,2024-10-31,-69.07,,Vendor Rebate,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13458.1,SB21B.13458,SB21B,ORG,Capital Grille,,,,,,"601 Pennsylvania Ave, NW",,Washington,DC,20004,,,2024-11-19,5839.80,,Event Expense: Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13458.2,SB21B.13458,SB21B,ORG,Capital Grille,,,,,,"601 Pennsylvania Ave, NW",,Washington,DC,20004,,,2024-11-21,1036.00,,Event Expense: Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13458.3,SB21B.13458,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-11-06,81.92,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13458.4,SB21B.13458,SB21B,ORG,Chiko,,,,,,"423 8th Street, SE",,Washington,DC,20003,,,2024-11-08,1843.38,,Event Expense: Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586,,,ORG,American Express,,,,,,PO Box 650448,,Dallas,TX,75265,,,2024-12-26,8255.86,,Credit Card Payment: See Memos,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13586.0,SB21B.13586,SB21B,ORG,Wynn Las Vegas,,,,,,3131 S Las Vegas Blvd,,Las Vegas,NV,89109,,,2024-12-05,233.99,,Event Expense: Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.1,SB21B.13586,SB21B,ORG,Wynn Las Vegas,,,,,,3131 S Las Vegas Blvd,,Las Vegas,NV,89109,,,2024-12-05,387.02,,Event Expense: Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.3,SB21B.13586,SB21B,ORG,American Airlines,,,,,,4255 Amon Carter Blvd.,,Ft. Worth,TX,76155,,,2024-12-10,816.45,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.5,SB21B.13586,SB21B,ORG,Wynn Las Vegas,,,,,,3131 S Las Vegas Blvd,,Las Vegas,NV,89109,,,2024-12-17,945.73,,Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.6,SB21B.13586,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-11-27,22.87,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.7,SB21B.13586,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-11-27,10.87,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.8,SB21B.13586,SB21B,ORG,Cufflinks Depot,,,,,,6838 Valhalla Way,,Windermere,FL,34786,,,2024-12-02,3221.50,,Cufflinks,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.9,SB21B.13586,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-12-06,236.56,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.13,SB21B.13586,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-12-07,24.70,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.18,SB21B.13586,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-12-09,44.96,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.19,SB21B.13586,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-12-09,138.86,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.20,SB21B.13586,SB21B,ORG,The Monocle,,,,,,107 D St NE,,Washington,DC,20002,,,2024-12-16,1533.02,,Event Expense: Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.22,SB21B.13586,SB21B,ORG,Senate Dining Room,,,,,,2nd & D Sts South West,,Washington,DC,20515,,,2024-12-10,168.00,,Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.23,SB21B.13586,SB21B,ORG,Senate Dining Room,,,,,,2nd & D Sts South West,,Washington,DC,20515,,,2024-12-16,46.00,,Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.24,SB21B.13586,SB21B,ORG,Capital Grille,,,,,,"601 Pennsylvania Ave, NW",,Washington,DC,20004,,,2024-12-18,54.38,,Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.26,SB21B.13586,SB21B,ORG,American Express,,,,,,PO Box 650448,,Dallas,TX,75265,,,2024-11-28,-88.56,,Vendor Rebate,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13586.27,SB21B.13586,SB21B,ORG,American Express,,,,,,PO Box 650448,,Dallas,TX,75265,,,2024-11-28,-88.56,,Vendor Rebate,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13522,,,ORG,"Anedot, Inc.",,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2024-12-06,39.30,,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13624,,,ORG,"Anedot, Inc.",,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2024-12-12,59.10,,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13625,,,ORG,"Anedot, Inc.",,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2024-12-19,129.00,,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13633,,,ORG,"Anedot, Inc.",,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2024-12-31,117.30,,Credit Card Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00442368,SB21B.13471,,,CAN,,BARRASSO,JOHN,,SEN.,,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601,,,2024-12-05,3301.82,,Reimbursement: See Memos,,,,S6WY00068,,,,,,S,WY,00,,,,,,,,
SB21B,C00442368,SB21B.13471.0,SB21B.13471,SB21B,ORG,United Airlines,,,,,,PO Box 66100,,Chicago,IL,60666,,,2024-11-06,488.48,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13471.1,SB21B.13471,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr.,,Dallas,TX,75235,,,2024-10-29,614.98,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13471.2,SB21B.13471,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr.,,Dallas,TX,75235,,,2024-11-06,456.98,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13471.3,SB21B.13471,SB21B,ORG,United Airlines,,,,,,PO Box 66100,,Chicago,IL,60666,,,2024-10-30,771.97,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13471.4,SB21B.13471,SB21B,ORG,Renaissance Reno Downtown Hotel & Spa,,,,,,One South Lake Street,,Reno,NV,89501,,,2024-10-31,384.50,,Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13471.8,SB21B.13471,SB21B,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,94103,,,2024-11-01,69.85,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13471.9,SB21B.13471,SB21B,ORG,Bellagio Hotel & Casino,,,,,,3600 S Las Vegas Blvd,,Las Vegas,NV,89109,,,2024-11-01,465.01,,Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13530,,,CAN,,BARRASSO,JOHN,,SEN.,,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601,,,2024-12-11,3533.05,,Reimbursement: See Memos,,,,S6WY00068,,,,,,S,WY,00,,,,,,,,
SB21B,C00442368,SB21B.13530.0,SB21B.13530,SB21B,ORG,United Airlines,,,,,,PO Box 66100,,Chicago,IL,60666,,,2024-11-22,1533.48,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13530.1,SB21B.13530,SB21B,ORG,Frontier Airlines,,,,,,7001 Tower Rd,,Denver,CO,80249,,,2024-12-07,273.98,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00442368,SB21B.13530.2,SB21B.13530,SB21B,ORG,United Airlines,,,,,,PO Box 66100,,Chicago,IL,60666,,,2024-12-07,408.47,,Airfare,,,,,,,,,,,,,,,,,,,X,
