form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00163253,SB23-EX4330,,,PAC,AGA GASPAC,,,,,,400 North Capitol Street NW,Suite 450,Washington,DC,20001,G2023,,2023-03-22,2000.00,0.00,2023 Pac-to-Pac,011,C00007450,AGA GASPAC,,,,,,,,,,,,,,,,,2023 Pac-to-Pac
SB23,C00163253,SB23-EX4333,,,PAC,EEI Power Pac,,,,,,701 Pennsylvania Avenue NW,,Washington,DC,20004,G2023,,2023-03-22,2000.00,0.00,2023 Pac-to-Pac,011,C00095869,EEI Power Pac,,,,,,,,,,,,,,,,,2023 Pac-to-Pac
SB23,C00163253,SB23-EX4334,,,CCM,INGAA PAC,,,,,,25 Massachusetts Avenue NW,Suite 500N,Washington,DC,20001,G2023,,2023-03-22,2000.00,0.00,2023 Pac-to-Pac,011,C00116145,INGAA PAC,,,,,,,,,,,,,,,,,2023 Pac-to-Pac
SB23,C00163253,SB23-EX4353,,,CCM,Hoeven For Senate,,,,,,PO Box 861,,Bismarck,ND,58502,G2023,,2023-06-29,1000.00,0.00,Golf Event Fundraiser,011,C00473371,Hoeven For Senate,S0ND00093,Hoeven,John,,,,S,ND,,,,,,,,,Golf Event Fundraiser
SB23,C00163253,SB23-EX4348,,,CCM,Kelly Armstrong For Congress,,,,,,PO Box 112,,Bismarck,ND,58502,G2023,,2023-05-18,1000.00,0.00,2023 Fundraiser,011,C00670547,Kelly Armstrong For Congress,H8ND00096,Armstrong,Kelly,,,,H,ND,,,,,,,,,2023 Fundraiser
SB23,C00163253,SB23-EX4341,,,CCM,Bonomici For Congress,,,,,,PO Box 1632,,Beaverton,OR,97075,G2022,,2023-03-28,-2000.00,0.00,Returned Check,011,C00500421,Bonomici For Congress,H2OR01133,Bonamici,Suzanne,,,,H,OR,01,,,,,,,,Returned Check
SB23,C00163253,SB23-EX4335,,,CCM,NECA PAC,,,,,,1201 Pennsylvania Avenue NW,,Washington,DC,20004,G2023,,2023-03-22,2000.00,0.00,2023 Pac-to-Pac,011,C00113811,NECA PAC,,,,,,,,,,,,,,,,,2023 Pac-to-Pac
SB23,C00163253,SB23-EX4340,,,CCM,Connolly For Congress,,,,,,PO Box 563,,Merrifield,VA,22116,G2022,,2023-03-28,-2000.00,0.00,Returned Check,011,C00445452,Connolly For Congress,H8VA11062,Connolly,Gerald,,,,H,VA,11,,,,,,,,Returned Check
SB23,C00163253,SB23-EX4332,,,CCM,U.S. Chamber PAC,,,,,,1615 H Street NW,,Washington,DC,20062,G2023,,2023-03-22,2000.00,0.00,2023 Pac-to-Pac,011,C00082040,U.S. Chamber PAC,,,,,,,,,,,,,,,,,2023 Pac-to-Pac
SB23,C00163253,SB23-EX4331,,,CCM,AGC Of America PAC,,,,,,2300 Wilson Blvd. #300,,Arlington,VA,22201,G2023,,2023-03-22,2000.00,0.00,2023 Pac-to-Pac,011,C00082917,AGC Of America PAC,,,,,,,,,,,,,,,,,2023 Pac-to-Pac
