form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00429175,18108181,,,COM,Friends of Jeff Olsommer,,,,,,PO Box 1001,,Greentown,PA,18426,,,2024-04-03,2500.00,0.00,Non-Federal Contribution,011,,,,Olsommer,Jeff,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18108182,,,COM,Friends of Eddie Day Pashinski,,,,,,259 E Northampton St.,,Wilkes-Barre,PA,18702,,,2024-04-03,1000.00,0.00,Non-Federal Contribution,011,,,,Pashinski,Eddie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18108183,,,COM,Cabell For PA,,,,,,361 Old Airport Rd.,,Drums,PA,18222,,,2024-04-03,10000.00,0.00,Non-Federal Contribution,011,,,,Cabell,Mike,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18109621,,,COM,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2024-04-04,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110343,,,COM,Friends of Nick Pisciottano,,,,,,PO Box 338,,West Mifflin,PA,15122,,,2024-04-09,10000.00,0.00,Non-Federal Contribution,011,,,,Pisciottano,Nikolas,,,Jr.,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110344,,,COM,Friends of Joe Pittman,,,,,,119 S 3rd St.,,Indiana,PA,15701,,,2024-04-09,25000.00,0.00,Non-Federal Contribution,011,,,,Pittman,Joe,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110433,,,COM,Friends of Gary Lotz,,,,,,PO Box 11527,,Pittsburgh,PA,15238,,,2024-04-09,5000.00,0.00,Non-Federal Contribution,011,,,,Lotz,Gary,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110522,,,COM,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2024-04-09,25000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110523,,,COM,People for Abigail Salisbury,,,,,,7800 Edgewood Ave.,,Pittsburgh,PA,15218,,,2024-04-09,5000.00,0.00,Non-Federal Contribution,011,,,,Salisbury,Abigail,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110524,,,COM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,,,2024-04-09,25000.00,0.00,Non-Federal Contribution,011,,,,Ward,Kim,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18110613,,,COM,Keir for AG,,,,,,"121 South Broad St., 4th Floor",,Philadelphia,PA,19107,,,2024-04-10,25000.00,0.00,Non-Federal Contribution,011,,,,Bradford-Grey,Keir,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18148862,,,COM,Josh Stein For North Carolina,,,,,,PO Box 1326,,Raleigh,NC,27602,,,2024-04-11,6400.00,0.00,Non-Federal Contribution,011,,,,Stein,Josh,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18148863,,,COM,Citizens For Dan Blue,,,,,,PO Box 287,,Raleigh,NC,27602,,,2024-04-11,6400.00,0.00,Non-Federal Contribution,011,,,,Blue,Dan,,.,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18149607,,,COM,Friends of Lee Ann McDermott,,,,,,PO Box 2004,,Shavertown,PA,18708,,,2024-04-11,5800.00,0.00,Non-Federal Contribution,011,,,,McDermott,Lee Ann,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18151113,,,COM,Friends of Jim Haddock,,,,,,855 Suscon Road,,Pittston Township,PA,18640,,,2024-04-12,1000.00,0.00,Non-Federal Contribution,011,,,,Haddock,Jim,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18151683,,,COM,Citizens for Amen Brown,,,,,,PO Box 42857,,Philadelphia,PA,19101,,,2024-04-15,5000.00,0.00,Non-Federal Contribution,011,,,,Brown,Amen,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18151684,,,COM,Friends of Bryan Cutler,,,,,,PO Box 624,,Quarryville,PA,17566,,,2024-04-15,5000.00,0.00,Non-Federal Contribution,011,,,,Cutler,Bryan,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18151685,,,COM,Major for PA,,,,,,PO Box 449,,Ford City,PA,16626,,,2024-04-15,500.00,0.00,Non-Federal Contribution,011,,,,Major,Abby,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18153798,,,COM,Friends of Eric Davanzo,,,,,,371 State Hill Road,,Smithton,PA,15479,,,2024-04-23,10000.00,0.00,Non-Federal Contribution,011,,,,Davanzo,Eric,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18155693,,,COM,Volunteers for Argall,,,,,,PO Box 545,,Harrisburg,PA,17108,,,2024-04-29,5000.00,0.00,Non-Federal Contribution,011,,,,Argall,David,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18155694,,,COM,Elisabeth Baker for Senate,,,,,,1041 Mountain View Drive,PO Box 59,Lehman,PA,18627,,,2024-04-29,2500.00,0.00,Non-Federal Contribution,011,,,,Baker,Lisa,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18155695,,,COM,Friends of Ben Sanchez,,,,,,356 Evergreen Rd,,Jenkintown,PA,190463841,,,2024-04-29,500.00,0.00,Non-Federal Contribution,011,,,,Sanchez,Benjamin,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18156974,,,COM,Committee to Elect Dan Deasy,,,,,,2093 Noblestown Road,,Pittsburgh,PA,152083826,,,2024-05-06,1000.00,0.00,Non-Federal Contribution,011,,,,Deasy,Daniel,,,Jr.,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18156975,,,COM,Friends of Manny Guzman,,,,,,702 N 8th St. #313,,Reading,PA,19604,,,2024-05-06,500.00,0.00,Non-Federal Contribution,011,,,,Guzman,Manuel,,.,Jr.,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18156976,,,COM,Friends of Prokopiak,,,,,,32 Butterfly Lane,,Levittown,PA,19054,,,2024-05-06,500.00,0.00,Non-Federal Contribution,011,,,,Prokopiak,Jim,,.,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18199151,,,COM,Committee to Elect Joe Emrick,,,,,,PO Box 121,,Tannersville,PA,18372,,,2024-05-15,5000.00,0.00,Non-Federal Contribution,011,,,,Emrick,Joe,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18199158,,,PTY,North Carolina Democratic Leadership Committee,,,,,,301 Hillsborough Street,Suite 950,Raleigh,NC,27611,,,2024-05-15,150000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18200131,,,COM,Friends of Pete Schweyer,,,,,,PO Box 4364,,Allentown,PA,18105,,,2024-05-16,2500.00,0.00,Non-Federal Contribution,011,,,,Schweyer,Peter,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00429175,18200150,,,COM,Aument For Senate,,,,,,PO Box 412,,Harrisburg,PA,17108,,,2024-05-16,5000.00,0.00,Non-Federal Contribution,011,,,,Aument,Ryan,,,,,,,,,,,,,,Non-Federal Contribution
