form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00021121,SB29.105664,,,ORG,"Everyaction, Inc",,,,,,"655 15th St., NW",Suite 650,Washington,DC,20005,,,2024-10-03,850.50,,VoteCope NYS filing software license (1 momth),,,,,,,,,,,,,,,,,,,,
SB29,C00021121,SB29.105665,,,ORG,"Everyaction, Inc",,,,,,"655 15th St., NW",Suite 650,Washington,DC,20005,,,2024-11-06,850.50,,VoteCope NYS filing software license (1 momth),,,,,,,,,,,,,,,,,,,,
SB29,C00021121,SB29.105670,,,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,36594.86,,"Legislative, Accounting & Admin Personnel Costs",,,,,,,,,,,,,,,,,,,,
SB29,C00021121,SB29.105670.0,SB29.105670,SB29,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,17281.68,, Accounting Personnel Costs,,,,,,,,,,,,,,,,,,,X,
SB29,C00021121,SB29.105670.1,SB29.105670,SB29,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,15534.48,,Legislative Personnel Costs,,,,,,,,,,,,,,,,,,,X,
SB29,C00021121,SB29.105670.2,SB29.105670,SB29,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,3778.70,,Legal Personnel Costs,,,,,,,,,,,,,,,,,,,X,
SB29,C00021121,SB29.105674,,,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,7941.09,,Health Insurance personnel costs,,,,,,,,,,,,,,,,,,,,
SB29,C00021121,SB29.105674.0,SB29.105674,SB29,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,5144.88,,Accoutting Health Insurance costs,,,,,,,,,,,,,,,,,,,X,
SB29,C00021121,SB29.105674.1,SB29.105674,SB29,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,2134.37,,Legislative Health Insurance costs,,,,,,,,,,,,,,,,,,,X,
SB29,C00021121,SB29.105674.2,SB29.105674,SB29,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-02,661.84,,Legal Health Insurance costs,,,,,,,,,,,,,,,,,,,X,
SB29,C00021121,SB29.105689,,,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-31,1074.77,,Monthly Postage expense,,,,,,,,,,,,,,,,,,,,
SB29,C00021121,SB29.105690,,,ORG,New York State United Teachers,,,,,,800 Troy Schenectady Road,,Latham,NY,12110,,,2024-10-31,93711.88,,Printing/Postage for Mailing of 2024 Voters guide,,,,,,,,,,,,,,,,,,,,
SB29,C00021121,SB29.105690.0,SB29.105690,SB29,ORG,Bayard Printing Group,,,,,,1 Maynard Street,,Williamsport,PA,17701,,,2024-10-31,93711.88,,Printing/Postage for Mailing of 2024 Voters guide,,,,,,,,,,,,,,,,,,,X,
