form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00022343,20122203,,,PAC,Blue Dog PAC,,,,,,"412 First Street, SE Ste 100",,Washington,DC,20003,,,2024-05-06,5000.00,0.00,,011,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00022343,20122207,,,CCM,Rudy For Indiana,,,,,,PO Box 26141,,Alexandria,IN,22313,P2024,,2024-05-06,1000.00,0.00,,011,C00822767,Rudy For Indiana,H2IN02295,Yakym,Rudy,,Rep.,III,H,IN,02,,,,,,,,
SB23,C00022343,20130180,,,CCM,Lahood For Congress,,,,,,11607 N Glenshire Dr,,Dunlap,IL,61525,G2024,,2024-05-14,2500.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,16,,,,,,,,
SB23,C00022343,20130181,,,CCM,Mike Flood For Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,P2024,,2024-05-14,1000.00,0.00,,011,C00801241,Mike Flood For Congress,H2NE01118,Flood,Mike,,Rep.,,H,NE,01,,,,,,,,
SB23,C00022343,20130182,,,CCM,Morgan McGarvey For Congress,,,,,,PO Box 5324,,Louisville,KY,40255,P2024,,2024-05-14,2500.00,0.00,,011,C00791392,Morgan McGarvey For Congress,H2KY03206,McGarvey,Morgan,,Rep.,,H,KY,03,,,,,,,,
SB23,C00022343,20130183,,,CCM,David Scott For Congress,,,,,,PO Box 960821,,Riverdale,GA,30296,P2024,,2024-05-14,4000.00,0.00,,011,C00369801,David Scott For Congress,H2GA13012,Scott,David,,Rep.,,H,GA,13,,,,,,,,
SB23,C00022343,20130184,,,CCM,Hogan For Maryland Inc.,,,,,,2077 Somerville Road,Suite 206,Annapolis,MD,21401,P2024,,2024-05-14,5000.00,0.00,,011,C00869016,Hogan For Maryland Inc.,S4MD00483,Hogan,Larry,,Mr.,,S,MD,,,,,,,,,
SB23,C00022343,20130512,,,PAC,All For Our Country Leadership PAC,,,,,,"611 Pennsylvania Avenue, SE #143",,Washington,DC,20003,,,2024-05-15,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00022343,20145731,,,CCM,Friends Of David Schweikert,,,,,,8175 East Evans Road,# 13176,Scottsdale,AZ,85267,G2024,,2024-05-20,2500.00,0.00,,011,C00540617,Friends Of David Schweikert,H4AZ06045,Schweikert,David,,Rep.,,H,AZ,01,,,,,,,,
SB23,C00022343,20152043,,,CCM,Laura Friedman For Congress,,,,,,PO Box 27296,,Los Angeles,CA,900270296,G2024,,2024-05-21,1000.00,0.00,,011,C00831321,Laura Friedman For Congress,H4CA30149,Friedman,Laura,,Hon.,,H,CA,30,,,,,,,,
