form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00443705,EB1097,,,ORG,CHASE CARD SERVICES,,,,,,Post Office Box 6294,,Carol Stream,IL,60197,,,2024-08-06,1254.35,,Credit Card Purchases. Purpose appears on Schedule B memo item,001,,,,,,,,,,,,,,,,,,,
SB21B,C00443705,XB766EB1097,EB1097,SB21B,ORG,Audible.com,,,,,,1 Washington Park,,Newark,NJ,07102,,,2024-08-06,14.95,,Subscription,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB767EB1097,EB1097,SB21B,ORG,"Ring Central, Inc.",,,,,,"1400 Fashion Island Blvd., 7th Flo",,San Mateo,CA,94404,,,2024-08-06,42.73,,Telephone,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB768EB1097,EB1097,SB21B,ORG,High Flying Foods,,,,,,123 2nd St.,,Sausalito,CA,94965,,,2024-08-06,4.36,,Candidate Meal,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB769EB1097,EB1097,SB21B,ORG,Apple,,,,,,1301 Burlingame Ave,,Burlingame,CA,94010,,,2024-08-06,2.99,,Storage,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB770EB1097,EB1097,SB21B,ORG,Adobe,,,,,,345 Park Avenue,,San Jose,CA,951102704,,,2024-08-06,19.99,,Software,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB771EB1097,EB1097,SB21B,ORG,The Atlantic Monthly,,,,,,"610 Water Street, SW",,Washington,DC,20024,,,2024-08-06,44.99,,Subscription,001,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB772EB1097,EB1097,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,60601,,,2024-08-06,408.98,,Candidate Travel,002,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB773EB1097,EB1097,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,60601,,,2024-08-06,612.36,,Candidate Travel,002,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,XB774EB1097,EB1097,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,60601,,,2024-08-06,103.00,,Candidate Travel,002,,,,,,,,,,,,CHASE CARD SERVICES,Post Office Box 6294,,Carol Stream,IL,60197,X,
SB21B,C00443705,EB1098,,,ORG,Law Office of Russell H. Miller,,,,,,"20 Park Road, Suite E",,Burlingame,CA,94010,,,2024-08-12,950.60,,Legal & Accounting,001,,,,,,,,,,,,,,,,,,,
