form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00303024,86980155,,,CCM,Kay Granger Campaign,,,,,,1701 River Run,Suite 308,Fort Worth,TX,76107,P2024,,2023-02-23,1000.00,0.00,,011,,,,Granger,Kay,,,,H,TX,12,,,,,,,,
SB23,C00303024,86980156,,,CCM,Larson For Congress,,,,,,1887 Old Main Street,,East Hartford,CT,06108,P2024,,2023-02-23,1000.00,0.00,,011,C00330142,Larson For Congress,H8CT01046,Larson,John,,Rep.,,H,CT,01,,,,,,,,
SB23,C00303024,86980157,,,CCM,Dutch Ruppersberger for Congress,,,,,,PO Box 231,,Lutherville,MD,21094,P2024,,2023-02-23,1000.00,0.00,,011,,,,Ruppersberger,Dutch,,,,H,MD,02,,,,,,,,
SB23,C00303024,86980158,,,CCM,"McCaul For Congress, Inc",,,,,,815-A Brazos Street,Pmb 230,Austin,TX,787012514,P2024,,2023-02-23,1000.00,0.00,,011,C00392688,"McCaul For Congress, Inc",H4TX10093,McCaul,Michael,,Rep.,,H,TX,10,,,,,,,,
SB23,C00303024,86980159,,,CCM,Citizens For Turner,,,,,,109 North Main Street,Apt. 1103,Dayton,OH,454021344,P2024,,2023-02-23,1000.00,0.00,,011,C00373001,Citizens For Turner,H2OH03067,Turner,Mike,,Rep.,,H,OH,10,,,,,,,,
SB23,C00303024,86980160,,,CCM,"Friends For Chris Stewart, Inc.",,,,,,542 Lakeview,,Farmington,UT,84025,O2024,2024 Convention,2023-02-23,1000.00,0.00,,011,C00506931,"Friends For Chris Stewart, Inc.",H2UT02324,Stewart,Chris,,Rep.,,H,UT,02,,,,,,,,
SB23,C00303024,86980161,,,CCM,Loudermilk For Congress,,,,,,PO Box 447,,Cassville,GA,301230447,P2024,,2023-02-23,1000.00,0.00,,011,C00543892,Loudermilk For Congress,H4GA11061,Loudermilk,Barry,,Rep.,,H,GA,11,,,,,,,,
SB23,C00303024,86980162,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,P.O. Box 50084,,Fort Worth,TX,76105,P2024,,2023-02-23,1000.00,0.00,,011,C00506832,Marc Veasey Congressional Campaign Committee,H2TX33073,Veasey,Marc,,Rep.,,H,TX,33,,,,,,,,
SB23,C00303024,86980163,,,CCM,McCollum For Congress,,,,,,P.O. Box 14131,,St. Paul,MN,55114,P2024,,2023-02-23,1000.00,0.00,,011,C00354688,McCollum For Congress,H0MN04049,McCollum,Betty,,Rep.,,H,MN,04,,,,,,,,
SB23,C00303024,86980164,,,CCM,Ron Estes For Congress,,,,,,12224 E Bracken Ct,,Wichita,KS,672064126,P2024,,2023-02-23,1000.00,0.00,,011,C00632067,Ron Estes For Congress,H8KS04112,Estes,Ron,,Rep.,,H,KS,04,,,,,,,,
