form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00891523,SB21B.4186,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-28,24.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4199,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-28,69.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4200,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-28,14.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4187,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-29,33.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4188,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-29,37.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4189,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-29,30.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4190,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-30,41.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4191,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-30,57.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4192,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-30,41.06,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4193,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-30,46.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4194,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-30,51.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4195,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-30,70.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4201,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-10-31,63.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4196,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-11-01,85.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4202,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-11-01,27.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4197,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-11-03,104.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4198,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-11-03,94.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4203,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-11-04,115.00,,,004,,,,,,,,,,,,,,,,,,,
SB21B,C00891523,SB21B.4251,,,ORG,Meta Platforms,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-11-04,108.34,,,004,,,,,,,,,,,,,,,,,,,
