form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00774703,SB21B.I35693,,,ORG,"QUALIFIED OPPORTUNITY FUND, LLC",,,,,,6858 OLD DOMINION DR,SUITE 102,MCLEAN,VA,22101,,,2024-12-02,1305.13,,JFC RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35694,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-04,117.65,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35695,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-04,234.80,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35696,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-04,422.90,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35697,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-04,71.50,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35699,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-06,469.10,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35703,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-09,36.00,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35704,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-09,264.30,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35713,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2024-12-10,69364.26,,JFC CREDIT CARD PAYMENT: SEE MEMO,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I36131,SB21B.I35713,SB21B,ORG,SALAMANDER RESORT,,,,,,500 N PENDLETON STREET,,MIDDLEBURG,VA,20118,,,2024-12-10,69364.26,,JFC EVENT/VENUE/CATERING/LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00774703,SB21B.I35708,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-11,36.00,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35709,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-11,211.70,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I35712,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-12-12,160.50,,JFC CREDIT CARD/MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
