form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00853010,500611991,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-07,76.85,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500626883,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-14,85.20,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500626871,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-21,94.51,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500630925,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-28,99.82,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500633217,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-31,37.51,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500633218,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-04,67.71,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500634405,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-11,98.86,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500636662,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-18,76.25,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500638497,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-25,132.10,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500640358,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-29,128.92,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500640359,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-03,47.14,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500641090,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-10,536.90,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500642674,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-17,371.40,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500643521,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-24,537.43,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500645210,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-03-31,419.90,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500637384,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-01-26,10.21,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500637385,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-01-26,85.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500643184,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-02-27,27.42,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500643185,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-02-27,87.21,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500645188,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-03-27,87.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500645190,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-03-27,27.21,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500637386,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-01-17,4000.00,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500637387,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-01-18,4000.00,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500643188,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-02-16,4602.16,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500645192,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-03-29,4600.00,0.00,Compliance Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00853010,500637392,,,ORG,DC Health Link,,,,,,PO Box 97022,,Washington,DC,200907022,,,2024-01-17,1955.66,0.00,Insurance - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
