form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00841148,SB21B.4,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,"1776 WILSON BOULEVARD, STE 530",,ARLINGTON,VA,22209,,,2023-07-24,320.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.5,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,"1776 WILSON BOULEVARD, STE 530",,ARLINGTON,VA,22209,,,2023-08-01,16.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.8,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2023-08-14,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.6,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,"1776 WILSON BOULEVARD, STE 530",,ARLINGTON,VA,22209,,,2023-08-15,48.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.16,,,ORG,SALEM NH REPUBLICAN TOWN COMMITTEE,,,,,,PO BOX 1776,,SALEM,NH,03079,,,2023-09-01,500.00,,EVENT SPONSORSHIP,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.13,,,ORG,CMDI,,,,,,"1593 SPRING HILL ROAD, SUITE 400",,TYSONS CORNER,VA,22182,,,2023-09-06,310.00,,DATABASE MANAGEMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.9,,,ORG,INTUIT QUICKBOOKS ONLINE,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2023-09-14,59.50,,SOFTWARE ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.17,,,ORG,IOWA FAITH & FREEDOM COALITION,,,,,,"939 OFFICE PARK ROAD, SUITE 115",,WEST DES MOINES,IA,50265,,,2023-09-14,5000.00,,EVENT SPONSORSHIP,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.29,,,ORG,STEIN ERIKSEN LODGE ,,,,,,7700 STEIN WAY ,,PARK CITY,UT,84060,,,2023-09-18,39547.43,,FOOD / BEVERAGE / CATERING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00841148,SB21B.1,,,ORG,ABACUS GROUP ,,,,,,2241 NORTH MONROE STREET #1487,,TALLAHASSEE,FL,32303,,,2023-09-19,30000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
