form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00841148,SB23.11,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,G2024,,2023-09-22,1700.00,,CONTRIBUTION,,C00706267,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,  ,,,,,,,
SB23,C00841148,SB23.6,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-09-22,3300.00,,CONTRIBUTION,,C00706267,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,  ,,,,,,,
SB23,C00841148,SB23.13,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,G2024,,2023-09-22,1700.00,,CONTRIBUTION,,C00693663,,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,  ,,,,,,,
SB23,C00841148,SB23.3,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-09-22,3300.00,,CONTRIBUTION,,C00693663,,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,  ,,,,,,,
SB23,C00841148,SB23.15,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,G2024,,2023-09-22,1700.00,,CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00841148,SB23.5,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-09-22,3300.00,,CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00841148,SB23.17,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,G2024,,2023-09-22,1700.00,,CONTRIBUTION,,C00558825,,H8IA02043,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,  ,,,,,,,
SB23,C00841148,SB23.4,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-09-22,3300.00,,CONTRIBUTION,,C00558825,,H8IA02043,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,  ,,,,,,,
SB23,C00841148,SB23.12,,,CCM,CHIP ROY FOR CONGRESS,,,,,,"6705 W. HWY 290, SUITE 50295",,AUSTIN,TX,78735,G2024,,2023-09-28,3300.00,,CONTRIBUTION,,C00662767,,H8TX21307,ROY ,CHIP ,,,,H,TX,21,  ,,,,,,,
SB23,C00841148,SB23.7,,,CCM,CHIP ROY FOR CONGRESS,,,,,,"6705 W. HWY 290, SUITE 50295",,AUSTIN,TX,78735,P2024,,2023-09-28,3300.00,,CONTRIBUTION,,C00662767,,H8TX21307,ROY ,CHIP ,,,,H,TX,21,  ,,,,,,,
SB23,C00841148,SB23.16,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 2743,,BRANDON,FL,33509,G2024,,2023-09-28,3300.00,,CONTRIBUTION,,C00815373,,H2FL15241,LEE,LAUREL,,MRS ,,H,FL,15,  ,,,,,,,
SB23,C00841148,SB23.8,,,CCM,"LAUREL LEE FOR CONGRESS, INC.",,,,,,P.O. BOX 2743,,BRANDON,FL,33509,P2024,,2023-09-28,3300.00,,CONTRIBUTION,,C00815373,,H2FL15241,LEE,LAUREL,,MRS ,,H,FL,15,  ,,,,,,,
SB23,C00841148,SB23.18,,,PTY,COLORADO REPUBLICAN COMMITTEE,,,,,,"5950 S. WILLOW DRIVE, SUITE 210",,GREENWOOD VILLAGE,CO,80111,2023,,2023-10-18,10000.00,,CONTRIBUTION,,C00033134,,,,,,,,,,,  ,,,,,,,
SB23,C00841148,SB23.19,,,PTY,MISSOURI REPUBLICAN STATE COMMITTEE - FEDERAL,,,,,,PO BOX 73,,JEFFERSON CITY,MO,65102,2023,,2023-10-18,10000.00,,CONTRIBUTION,,C00008664,,,,,,,,,,,  ,,,,,,,
SB23,C00841148,SB23.22,,,PTY,REPUBLICAN PARTY OF TEXAS,,,,,,PO BOX 2206,,AUSTIN,TX,78768,2023,,2023-10-18,5000.00,,CONTRIBUTION,,C00143743,,,,,,,,,,,  ,,,,,,,
SB23,C00841148,SB23.23,,,PTY,REPUBLICAN PARTY OF ARKANSAS,,,,,,1201 W 6TH ST,,LITTLE ROCK,AR,72201,2023,,2023-10-18,10000.00,,CONTRIBUTION,,C00084954,,,,,,,,,,,  ,,,,,,,
SB23,C00841148,SB23.21,,,PTY,TENNESSEE REPUBLICAN PARTY FEDERAL ELECTION ACCOUNT,,,,,,"95 WHITE BRIDGE RD, SUITE 414",,NASHVILLE,TN,37205,2023,,2023-10-18,10000.00,,CONTRIBUTION,,C00040220,,,,,,,,,,,  ,,,,,,,
