form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00376376,B882431,,,CCM,The Mayfield Campaign,,,,,,50 S. Madison Street,,Mooresville,IN,46158,G2024,,2024-09-05,500.00,,G-2024 State House 32 FL,011,,,,Mayfield,Debbie,,,,H,FL,32,,,,,,,,
SB29,C00376376,B882426,,,CCM,Friends for Bruce Borders,,,,,,7935 North State Road 59,,Jasonville,IN,47438,G2024,,2024-09-05,500.00,,G-2024 State House 45 IN,011,,,,Borders,Bruce,,,,H,IN,45,,,,,,,,
SB29,C00376376,B882430,,,CCM,VoteCarbaugh.com,,,,,,10315 Dawsons Creek Blvd,,Fort Wayne,IN,46825,G2024,,2024-09-05,1000.00,,G-2024 State House 81 IN,011,,,,Carbaugh,Martin,,,,H,IN,81,,,,,,,,
SB29,C00376376,B882424,,,CCM,Elect Kendell Culp,,,,,,3496 S 150 W,,Rensselaer,IN,47979,G2024,,2024-09-05,500.00,,G-2024 State House 16 IN,011,,,,Culp,Kendell,,,,H,IN,16,,,,,,,,
SB29,C00376376,B882421,,,CCM,Mike Gaskill for Indiana,,,,,,6838 S 50 W,,Pendleton,IN,46064,P2026,,2024-09-05,1000.00,,P-2026 State Senate 25 IN,011,,,,Gaskill,Mike,,,,S,IN,25,,,,,,,,
SB29,C00376376,B882423,,,CCM,Friends of Dave Hall,,,,,,11454 W. US Highway 50,,Norman,IN,47264,G2024,,2024-09-05,500.00,,G-2024 State House 62 IN,011,,,,Hall,Dave,,,,H,IN,62,,,,,,,,
SB29,C00376376,B882427,,,CCM,Bob Heaton for State Rep Cmte,,,,,,P.O. Box 9629,,Terre Haute,IN,47808,G2024,,2024-09-05,500.00,,G-2024 State House 46 IN,011,,,,Heaton,Bob,,,,H,IN,46,,,,,,,,
SB29,C00376376,B882420,,,CCM,Hoosiers for Holdman,,,,,,PO Box 19,,Ossian,IN,46777,P2026,,2024-09-05,1000.00,,P-2026 State Senate 19 IN,011,,,,Holdman,Travis,,,,S,IN,19,,,,,,,,
SB29,C00376376,B882428,,,CCM,Christopher Judy for State Rep,,,,,,10527 Mohawk Ct W,,Fort Wayne,IN,46804,G2024,,2024-09-05,500.00,,G-2024 State House 83 IN,011,,,,Judy,Christopher,,,,H,IN,83,,,,,,,,
SB29,C00376376,B882438,,,CCM,Matt Lehman for State Representative,,,,,,663 Lehman,,Berne,IN,46711,G2024,,2024-09-05,1000.00,,G-2024 State House 79 IN,011,,,,Lehman,Matt,,,,H,IN,79,,,,,,,,
SB29,C00376376,B882422,,,CCM,Raatz for Indiana State Senate Committee,,,,,,P.O. Box 362,,Richmond,IN,47374,P2026,,2024-09-05,1000.00,,P-2026 State Senate 27 IN,011,,,,Raatz,Jeff,,,,S,IN,27,,,,,,,,
SB29,C00376376,B882425,,,CCM,Snow Indiana State Representative,,,,,,PO Box 650,,Winona Lake,IN,46590,G2024,,2024-09-05,500.00,,G-2024 State House 22 IN,011,,,,Snow,Craig,,,,H,IN,22,,,,,,,,
SB29,C00376376,B882401,,,PTY,The Republican Party of Kentucky - House Trust,,,,,,P.O. Box 1068,,Frankfort,KY,40602,O2024,Not Applicable,2024-09-05,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00376376,B882388,,,PTY,The Republican Party of Kentucky - Senate Trust,,,,,,P.O. Box 1068,,Frankfort,KY,40602,O2024,Not Applicable,2024-09-05,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00376376,B882407,,,CCM,Julie Raque Adams for State Senate,,,,,,213 South Lyndon Lane,,Louisville,KY,40222,P2026,,2024-09-05,500.00,,P-2026 State Senate 36 KY,011,,,,Adams,Julie,,,,S,KY,36,,,,,,,,
SB29,C00376376,B882402,,,CCM,Chad Aull for Kentucky,,,,,,PO Box 23240,,Lexington,KY,40523,G2024,,2024-09-05,250.00,,G-2024 State House 79 KY,011,,,,Aull,Chad,,,,H,KY,79,,,,,,,,
SB29,C00376376,B882435,,,CCM,Robert Duvall for State Representative,,,,,,P.O. 1297 Box,,Bowling Green,KY,42102,G2024,,2024-09-05,250.00,,G-2024 State House 17 KY,011,,,,Duvall,Robert,,,,H,KY,17,,,,,,,,
SB29,C00376376,B882415,,,CCM,Cmte. To Elect Jim Gooch Jr.,,,,,,714 N. Broadway  B-4,,Providence,KY,42450,G2024,,2024-09-05,500.00,,G-2024 State House 12 KY,011,,,,Gooch,Jim,,,,H,KY,12,,,,,,,,
SB29,C00376376,B882406,,,CCM,Jason Howell for State Senate,,,,,,603 Main Street,,Murray,KY,42071,G2024,,2024-09-05,250.00,,G-2024 State Senate 01 KY,011,,,,Howell,Jason,,,,S,KY,01,,,,,,,,
SB29,C00376376,B882418,,,CCM,Matt Lockett for Kentucky State House,,,,,,901 Cannonball Drive,,Nicholasville,KY,40356,G2024,,2024-09-05,500.00,,G-2024 State House 39 KY,011,,,,Lockett,Matt,,,,H,KY,39,,,,,,,,
SB29,C00376376,B882405,,,CCM,Brandon Smith for State Senator,,,,,,350 Kentucky Blvd.,,Hazard,KY,41701,P2026,,2024-09-05,500.00,,P-2026 State Senate 30 KY,011,,,,Smith,Brandon,,,,S,KY,30,,,,,,,,
SB29,C00376376,B882404,,,CCM,Brandon Storm for Senate,,,,,,529 S Main Street,,London,KY,40741,G2024,,2024-09-05,500.00,,G-2024 State Senate 21 KY,011,,,,Storm,Brandon,,,,S,KY,21,,,,,,,,
SB29,C00376376,B882403,,,CCM,Johnnie Turner Campaign Fund,,,,,,P.O. Box 5,,Drift,KY,41619,G2024,,2024-09-05,250.00,,G-2024 State Senate 29 KY,011,,,,Turner,Johnny,,,,S,KY,29,,,,,,,,
SB29,C00376376,B882842,,,CCM,Josh Bray for Kentucky State Rep,,,,,,PO Box 55,,Mount Vernon,KY,40456,G2024,,2024-09-09,500.00,,G-2024 State House 71 KY,011,,,,Bray,Josh,,,,H,KY,71,,,,,,,,
SB29,C00376376,B882851,,,CCM,Jared Carpenter for State Senate,,,,,,138 Legacy Dr.,,Berea,KY,40403,P2026,,2024-09-09,500.00,,P-2026 State Senate 34 KY,011,,,,Carpenter,Jared,,,,S,KY,34,,,,,,,,
SB29,C00376376,B882847,,,CCM,Dr. Donald Douglas for Senate,,,,,,520 Cassity Way,,Nicholasville,KY,40356,P2026,,2024-09-09,250.00,,P-2026 State Senate 22 KY,011,,,,Douglas,Donald,,,,S,KY,22,,,,,,,,
SB29,C00376376,B882844,,,CCM,Deanna Frazier for State Rep,,,,,,PO Box 248,,Richmond,KY,40476,G2024,,2024-09-09,500.00,,G-2024 State House 81 KY,011,,,,Frazier,Deanna,,,,H,KY,81,,,,,,,,
SB29,C00376376,B882848,,,CCM,David Givens for State Senate,,,,,,PO Box 12,,Greensburg,KY,42743,G2024,,2024-09-09,500.00,,G-2024 State Senate 9 KY,011,,,,Givens,David,,,,S,KY,09,,,,,,,,
SB29,C00376376,B882845,,,CCM,Lewis for Kentucky,,,,,,702 Capital Ave Annex Room 413D,,Frankfort,KY,40601,G2024,,2024-09-09,500.00,,G-2024 State House 90 KY,011,,,,Lewis,Derek,,,,H,KY,90,,,,,,,,
SB29,C00376376,B882846,,,CCM,Shawn McPherson for Kentucky State House,,,,,,801 East Main Street,,Scottsville,KY,42164,G2024,,2024-09-09,250.00,,G-2024 State House 22 KY,011,,,,McPherson,Shawn,,,,H,KY,22,,,,,,,,
SB29,C00376376,B882850,,,CCM,Steven Rudy for State Representative,,,,,,350 Peppers Mill Drive,,Paducah,KY,42001,G2024,,2024-09-09,1000.00,,G-2024 State House 1 KY,011,,,,Rudy,Steven,,,,H,KY,01,,,,,,,,
SB29,C00376376,B882849,,,CCM,Cherlynn Stevenson for State Representative,,,,,,1890 Star Shoot Pkwy Suite 170 #31,,Lexington,KY,40509,G2024,,2024-09-09,500.00,,G-2024 State House 88 KY,011,,,,Stevenson,Cherlynn,,,,H,KY,88,,,,,,,,
SB29,C00376376,B885156,,,CCM,Doreen for State Rep #52,,,,,,5305 Superstition Dr.,,Las Cruces,NM,88011,G2024,,2024-09-23,500.00,,G-2024 State House 52 NM,011,,,,Gallegos,Doreen,,,,H,NM,52,,,,,,,,
SB29,C00376376,B885157,,,CCM,Friends of Amanda Batten,,,,,,PO Box 194,,Norge,VA,23127,P2025,,2024-09-23,1000.00,,P-2025 State House 71 VA,011,,,,Batten,Amanda,,,,H,VA,71,,,,,,,,
SB29,C00376376,B885158,,,CCM,Peake for State Senate,,,,,,414 New Britain Drive,,Lynchburg,VA,24503,P2027,,2024-09-23,1000.00,,P-2027 State Senate 8 VA,011,,,,Peake,Mark,,,,S,VA,08,,,,,,,,
SB29,C00376376,B882432,,,PTY,Committee to Elect a Republican Senate,,,,,,P.O. Box 2741,,Madison,WI,53701,O2024,Not Applicable,2024-09-05,1500.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
