form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00415026,9627,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,G2024,,2024-03-19,1000.00,,Political Contribution,,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,PFLUGER,AUGUST,LEE II,,,H,TX,11,,,,,,,,
SB23,C00415026,9629,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2024-03-19,2500.00,,Political Contribution,,C00703843,BICE FOR CONGRESS,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00415026,9626,,,CCM,GUY FOR CONGRESS,,,,,,P.O. BOX 23177,,PITTSBURGH,PA,15222,P2024,,2024-03-19,2500.00,,Political Contribution,,C00657833,GUY FOR CONGRESS,H8PA18199,RESCHENTHALER,GUY,MR.,,,H,PA,14,,,,,,,,
SB23,C00415026,9622,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,,,2024-03-19,2500.00,,Political Contribution,,C00409003,HEARTLAND VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00415026,9631,,,PAC,HOGAN VICTORY FUND,,,,,,2077 SOMERVILLE ROAD,SUITE 206,ANNAPOLIS,MD,21401,,,2024-03-19,2500.00,,Political Contribution,,C00869024,HOGAN VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00415026,9623,,,CCM,HUDSON FOR CONGRESS,,,,,,P.O. BOX 1875,,SOUTHERN PINES,NC,28388,G2024,,2024-03-19,2500.00,,Political Contribution,,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD,L. JR.,,,H,NC,09,,,,,,,,
SB23,C00415026,9625,,,PAC,JOHN JAMES FOR MICHIGAN,,,,,,P.O. BOX 628,,SAINT CLAIR SHORES,MI,48080,,,2024-03-19,1000.00,,Political Contribution,,C00806612,JOHN JAMES FOR MICHIGAN,,,,,,,,,,,,,,,,,
SB23,C00415026,9628,,,PAC,JOHNSON LEADERSHIP FUND,,,,,,C/O 228 S. WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-03-19,5000.00,,Political Contribution,,C00771246,JOHNSON LEADERSHIP FUND,,,,,,,,,,,,,,,,,
SB23,C00415026,9621,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2024-03-19,2500.00,,Political Contribution,,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,,,,,,,,,,,,
SB23,C00415026,9624,,,CCM,STEVE DAINES FOR MONTANA,,,,,,P.O. BOX 1598,,HELENA,MT,59624,P2026,,2024-03-19,5000.00,,Political Contribution,,C00491357,STEVE DAINES FOR MONTANA,S2MT00096,DAINES,STEVE,,,,S,MT,,,,,,,,,
SB23,C00415026,9630,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,P2024,,2024-03-19,2500.00,,Political Contribution,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,,,,,,,,,
