form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00192153,1692663446156,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-08-02,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1692663487898,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-13,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1692663563925,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-08-13,4.30,,PAC Political Contribution,001
SB21B,C00192153,1692721095207,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-02,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1694612623122,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-09-06,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1695843880049,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-08-25,1.30,,PAC Merchant Fees,001
SB21B,C00192153,1695844150858,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-09-27,4.30,,PAC Merchant Fees,001
SB21B,C00192153,1700234320270,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-10-02,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1700239885387,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-10-13,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1700239940195,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-10-18,22.90,,PAC Merchant Fee,001
SB21B,C00192153,1700240786239,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-10-20,40.30,,PAC Merchant Fee,001
SB21B,C00192153,1700267409121,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-10-25,12.30,,PAC Merchant Fee,011
SB21B,C00192153,1700267519637,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-11-02,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1700267779303,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-11-13,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1701712899931,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-11-25,1.30,,PAC Merchant Fees,001
SB21B,C00192153,1705105593480,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-12-13,4.30,,PAC Merchant Fee,001
SB21B,C00192153,1705105630136,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-12-18,8.30,,PAC Merchant Fees,001
SB21B,C00192153,1705106174688,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-12-02,4.30,,PAC Merchant Fees,001
