form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00448373,SB23.I17906,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,1126 AVENUE A,STE 6,SCOTTSBLUFF,NE,693613563,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00412890,,H6NE03115,SMITH,ADRIAN,,,,H,NE,03,  ,,,,,,,
SB23,C00448373,SB23.I17895,,,CCM,BIGGS FOR CONGRESS,,,,,,228 S WASHINGTON ST,SUITE 115,ALEXANDRIA,VA,22314,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00610451,,H6AZ05083,BIGGS,ANDY,,,,H,AZ,05,  ,,,,,,,
SB23,C00448373,SB23.I17899,,,CCM,CAPTAIN HIGGINS FOR CONGRESS,,,,,,P.O. BOX 61747,,LAFAYETTE,LA,70596,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00617662,,H6LA03148,HIGGINS,CLAY,CAPTAIN,,,H,LA,03,  ,,,,,,,
SB23,C00448373,SB23.I17905,,,CCM,CITIZENS FOR JOHN RUTHERFORD,,,,,,3121 VENTURE PL,STE 1,JACKSONVILLE,FL,322576218,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00615294,,H6FL04105,RUTHERFORD,JOHN,,,,H,FL,05,  ,,,,,,,
SB23,C00448373,SB23.I17908,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00632828,,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,24,  ,,,,,,,
SB23,C00448373,SB23.I17896,,,CCM,COMMITTEE TO ELECT DUKE FOR CONGRESS,,,,,,202 BAILETY ST.,,WALTERBORO,SC,29488,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00800912,,H2SC06142,BUCKNER,DUKE,,,,H,SC,06,  ,,,,,,,
SB23,C00448373,SB23.I17900,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00674259,,H8PA13125,JOYCE,JOHN,,,,H,PA,13,  ,,,,,,,
SB23,C00448373,SB23.I17909,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00444620,,H8PA05071,THOMPSON,GLENN,,MR.,,H,PA,15,  ,,,,,,,
SB23,C00448373,SB23.I17898,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00729954,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00448373,SB23.I17904,,,CCM,GUY FOR CONGRESS,,,,,,P.O. BOX 23177,,PITTSBURGH,PA,15222,G2024,,2024-10-09,5000.00,,CAMPAIGN CONTRIBUTION,,C00657833,,H8PA18199,RESCHENTHALER,GUY,,MR.,,H,PA,14,  ,,,,,,,
