form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500024281,,,PTY,Arizona Democratic Party (Federal),,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2023-09-07,2500.00,0.00,Federal Committee Contribution,011,C00166710,Arizona Democratic Party (Federal),,,,,,,,,,,,,,,,,
SB23,C00002089,500024274,,,CCM,BECCA BALINT FOR VERMONT,,,,,,PO Box 291,,Burlington,VT,054020291,P2024,,2023-09-01,1000.00,0.00,Federal Candidate Contribution,011,C00797175,,,BALINT,REBECCA,,,,H,VT,00,,,,,,,,
SB23,C00002089,500024259,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-09-26,2500.00,0.00,Federal Candidate Contribution,011,C00509968,,,CARTWRIGHT,MATTHEW,,,,H,PA,08,,,,,,,,
SB23,C00002089,500024256,,,CCM,Castro For Congress,,,,,,PO Box 544,,San Antonio,TX,782920544,P2024,,2023-09-18,5000.00,0.00,Federal Candidate Contribution,011,C00497933,,,Castro,Joaquin,,,,H,TX,20,,,,,,,,
SB23,C00002089,500024252,,,CCM,CITIZENS FOR WATERS,,,,,,1044 W 82nd St,,Los Angeles,CA,900443518,P2024,,2023-09-01,2500.00,0.00,Federal Candidate Contribution,011,C00167585,,,WATERS,MAXINE,,,,H,CA,43,,,,,,,,
SB23,C00002089,500024278,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,P2024,,2023-09-26,1000.00,0.00,Federal Candidate Contribution,011,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00002089,500024249,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,PO Box 12567,,Columbia,SC,292112567,P2024,,2023-09-18,5000.00,0.00,Federal Candidate Contribution,011,C00255562,,,CLYBURN,JAMES,E,,,H,SC,06,,,,,,,,
SB23,C00002089,500024275,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-09-15,2500.00,0.00,Federal Candidate Contribution,011,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00002089,500024319,,,PAC,LGBTQ Victory Fund,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2023-09-18,500.00,0.00,Federal Committee Contribution,011,C00476978,LGBTQ Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00002089,500024318,,,CCM,Lori Chavez-DeRemer for Congress,,,,,,13203 SE 172nd Ave,Ste # 166,Happy Valley,OR,970868738,P2024,,2023-09-18,1500.00,0.00,Federal Candidate Contribution,011,C00784520,,,Chavez-DeRemer,Lori,,,,H,OR,05,,,,,,,,
