form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00023028,11997485,,,CCM,Mike Flood For Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,G2023,,2024-10-29,2500.00,0.00,,011,C00801241,Mike Flood For Congress,H2NE01118,Flood,Mike,,Rep.,,H,NE,01,,,,,,,,
SB23,C00023028,11997486,,,CCM,Tenney For Congress,,,,,,28 Robinson Road,PO Box 128,Clinton,NY,13323,G2023,,2024-10-29,2500.00,0.00,,011,C00561183,Tenney For Congress,H4NY22051,Tenney,Claudia,,Rep.,,H,NY,22,,,,,,,,
SB23,C00023028,11997487,,,PAC,Brave PAC,,,,,,"499 S Capitol St, SW Suite 404",,Washington,DC,20003,,,2024-10-29,5000.00,0.00,,011,C00430579,,,,,,,,,,,,,,,,,,
SB23,C00023028,11997489,,,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,61265,G2023,,2024-10-29,2500.00,0.00,,011,C00793935,Eric Sorensen For Illinois,H2IL17147,Sorensen,Eric,,Rep.,,H,IL,17,,,,,,,,
SB23,C00023028,11997490,,,CCM,Andy Harris For Congress,,,,,,PO Box 426,,Stevensville,MD,21666,G2023,,2024-10-29,5000.00,0.00,,011,C00435974,Andy Harris For Congress,H8MD01094,Harris,Andy,,Rep.,,H,MD,01,,,,,,,,
SB23,C00023028,11997492,,,CCM,Kat For Congress,,,,,,5200 Nw 43rd St Ste 102-180,,Gainesville,FL,32606,G2023,,2024-10-29,5000.00,0.00,,011,C00730895,Kat For Congress,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00023028,11997494,,,CCM,Deb Fischer For Us Senate Inc,,,,,,5555 South St,,Lincoln,NE,68506,G2023,,2024-10-29,2500.00,0.00,,011,C00498907,Deb Fischer For Us Senate Inc,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,
SB23,C00023028,11997495,,,CCM,Friends Of Glenn Thompson,,,,,,PO Box 1112,,State College,PA,16804,G2023,,2024-10-29,2500.00,0.00,,011,C00444620,Friends Of Glenn Thompson,H8PA05071,Thompson,Glenn,W.,Rep.,,H,PA,05,,,,,,,,
SB23,C00023028,11997496,,,CCM,TUBERVILLE VICTORY FUND,,,,,,PO Box 590012,,Birmingham,AL,35259,O2022,leadership,2024-10-29,2500.00,0.00,,011,C00764829,TUBERVILLE VICTORY FUND,S0AL00230,Tuberville,Thomas,,Sen.,,S,AL,,,,,,,,,
SB23,C00023028,11997497,,,PAC,RWA PAC LLC,,,,,,425 Valley Green Drive NE,,Atlanta,GA,30342,,,2024-10-29,5000.00,0.00,,011,C00635201,,,,,,,,,,,,,,,,,,
SB23,C00023028,11999791,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,G2023,,2024-11-04,2500.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
