form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00520973,SB23.11367,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,P2024,,2023-06-09,1000.00,,FEDERAL CONTRIBUTION,,C00577999,BANKS FOR SENATE,H6IN03229,BANKS,JAMES E HON.,,,,H,IN,03,,,,,,,,
SB23,C00520973,SB23.11379,,,CCM,BEATTY FOR CONGRESS,,,,,,222 EAST TOWN STREET,SUITE 2W,COLUMBUS,OH,43215,P2024,,2023-03-07,250.00,,FEDERAL CONTRIBUTION,,C00507368,BEATTY FOR CONGRESS,H2OH03125,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00520973,SB23.11372,,,COM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,,,2023-06-14,1000.00,,FEDERAL CONTRIBUTION,,C00723189,,,,,,,,,,,,,,,,,,
SB23,C00520973,SB23.11353,,,CCM,CITIZENS FOR WATERS,,,,,,12501 IMPERIAL HWY. STE. 200,,NORWALK,CA,90650,P2024,,2023-04-12,2500.00,,FEDERAL CONTRIBUTION,,C00167585,CITIZENS FOR WATERS,H4CA23011,WATERS,MAXINE MS,,,,H,CA,43,,,,,,,,
SB23,C00520973,SB23.11351,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,,,2023-03-21,5000.00,,FEDERAL CONTRIBUTION,,C00147512,,,,,,,,,,,,,,,,,,
SB23,C00520973,SB23.11359,,,PAC,EQUALITY PAC,,,,,,PO BOX 15337,,WASHINGTON,DC,20003,,,2023-04-06,1000.00,,FEDERAL CONTRIBUTION,,C00550970,,,,,,,,,,,,,,,,,,
SB23,C00520973,SB23.11362,,,CCM,MRVAN FOR CONGRESS,,,,,,PO BOX 55,,CROWN POINT,IN,46308,P2024,,2023-05-15,1000.00,,FEDERAL CONTRIBUTION,,C00727529,MRVAN FOR CONGRESS,H0IN01150,MRVAN,FRANK J.,,,,H,IN,01,,,,,,,,
SB23,C00520973,SB23.11366,,,COM,RUDY VICTORY FUND,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2023-06-08,1000.00,,FEDERAL CONTRIBUTION,,C00823997,,,,,,,,,,,,,,,,,,
SB23,C00520973,SB23.11358,,,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,PO BOX 221232,,BEACHWOOD,OH,44122,P2024,,2023-03-14,1500.00,,FEDERAL CONTRIBUTION,,C00764381,SHONTEL BROWN FOR CONGRESS,H2OH11169,BROWN,SHONTEL,M,,,H,OH,11,,,,,,,,
SB23,C00520973,SB23.11369,,,CCM,TROY CARTER FOR CONGRESS,,,,,,PO BOX 50730,,NEW ORLEANS,LA,70150,P2024,,2023-06-09,1000.00,,FEDERAL CONTRIBUTION,,C00763649,TROY CARTER FOR CONGRESS,H2LA02149,CARTER,TROY A. SR.,,,,H,LA,02,,,,,,,,
