form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00755173,SB23-20001,,,PAC,HOUSE CONSERVATIVES FUND,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2023-06-12,2500.00,,CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB23,C00755173,SB23-20002,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE ,NY,13220,P2024,,2023-06-19,1000.00,,CONTRIBUTION,,,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00755173,SB23-20003,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2023-06-19,2500.00,,CONTRIBUTION,,,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00755173,SB23-20004,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,G2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,  ,,,,,,,
SB23,C00755173,SB23-20005,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-06-19,2500.00,,CONTRIBUTION,,,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00755173,SB23-20006,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,G2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00755173,SB23-20007,,,CCM,JOHN JAMES FOR CONGRESS,,,,,,PO BOX 628,,ST CLAIR SHORES,MI,48080,G2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00755173,SB23-20008,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,G2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00755173,SB23-20009,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,23890 COPPER HILL DR,#365,VALENCIA,CA,91354,G2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,  ,,,,,,,
SB23,C00755173,SB23-20010,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DR,SUITE C186,CHARLESTON,SC,29433,G2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,H0SC01394,MACE,NANCY,,,,H,SC,01,  ,,,,,,,
SB23,C00755173,SB23-20012,,,CCM,THOM TILLIS COMMITTEE,,,,,,PO BOX 97396,,RALEIGH,NC,27624,P2024,,2023-06-19,5000.00,,CONTRIBUTION,,,,S4NC00162,TILLIS,THOM,R,,,S,NC,00,  ,,,,,,,
SB23,C00755173,SB23-20011,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 565,,PRAIRIE DU CHIEN,WI,53821,P2024,,2023-06-19,1000.00,,CONTRIBUTION,,,,H0WI03175,VAN ORDEN,DERRICK,F,,,H,WI,03,  ,,,,,,,
SB23,C00755173,SB23-20013,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-06-22,1000.00,,CONTRIBUTION,,,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00755173,SB23-20014,,,CCM,ZINKE FOR CONGRESS,,,,,,PO BOX 1597,,HELENA,MT,59624,P2024,,2023-06-22,1000.00,,CONTRIBUTION,,,,H4MT01041,ZINKE,RYAN,,,,H,MT,01,  ,,,,,,,
SB23,C00755173,SB23-20015,,,CCM,MARC FOR US,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-06-28,1000.00,,CONTRIBUTION,,,,H2NY19127,MOLINARO,MARCUS,,,,H,NY,19,  ,,,,,,,
