form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00886010,500133585,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-10-21,25500.00,0.00,Transfer,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB22,C00886010,500133575,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2024-10-21,24500.00,0.00,Transfer,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB22,C00886010,500133589,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2024-10-30,26800.00,0.00,Transfer,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB22,C00886010,500133598,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2024-11-18,4822.19,0.00,Transfer,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB22,C00886010,500133573,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,,,2024-10-21,25500.00,0.00,Transfer,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB22,C00886010,500133576,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,,,2024-10-21,25500.00,0.00,Transfer,,C00791475,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB22,C00886010,500133588,,,PAC,ELECT DEMOCRATIC WOMEN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-21,20000.00,0.00,Transfer,,C00685297,,,,,,,,,,,,,,,,,,
SB22,C00886010,500133597,,,PAC,ELECT DEMOCRATIC WOMEN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-30,11000.00,0.00,Transfer,,C00685297,,,,,,,,,,,,,,,,,,
SB22,C00886010,500133606,,,PAC,ELECT DEMOCRATIC WOMEN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-11-18,2266.31,0.00,Transfer,,C00685297,,,,,,,,,,,,,,,,,,
SB22,C00886010,500133586,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,,,2024-10-21,25500.00,0.00,Transfer,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB22,C00886010,500133595,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,,,2024-10-30,26800.00,0.00,Transfer,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB22,C00886010,500133604,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,,,2024-11-18,4822.25,0.00,Transfer,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB22,C00886010,500133577,,,CCM,ENGEL FOR ARIZONA,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-10-21,25500.00,0.00,Transfer,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB22,C00886010,500133578,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-10-21,25500.00,0.00,Transfer,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB22,C00886010,500133590,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-10-30,26800.00,0.00,Transfer,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB22,C00886010,500133599,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-11-18,5038.21,0.00,Transfer,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB22,C00886010,500133574,,,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,,,2024-10-21,25500.00,0.00,Transfer,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,,
SB22,C00886010,500133581,,,CCM,KAPTUR FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,,,2024-10-21,25500.00,0.00,Transfer,,C00154625,,,KAPTUR,MARCY,M.C.,,,H,OH,09,,,,,,,,
SB22,C00886010,500133592,,,CCM,KAPTUR FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,,,2024-10-30,26800.00,0.00,Transfer,,C00154625,,,KAPTUR,MARCY,M.C.,,,H,OH,09,,,,,,,,
SB22,C00886010,500133601,,,CCM,KAPTUR FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,,,2024-11-18,4822.25,0.00,Transfer,,C00154625,,,KAPTUR,MARCY,M.C.,,,H,OH,09,,,,,,,,
SB22,C00886010,500133583,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,,,2024-10-21,25500.00,0.00,Transfer,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB22,C00886010,500133593,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,,,2024-10-30,26800.00,0.00,Transfer,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB22,C00886010,500133602,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,,,2024-11-18,5038.21,0.00,Transfer,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB22,C00886010,500133579,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,,,2024-10-21,25500.00,0.00,Transfer,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00886010,500133591,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,,,2024-10-30,26800.00,0.00,Transfer,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00886010,500133600,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,,,2024-11-18,4822.25,0.00,Transfer,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00886010,500133584,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,,,2024-10-21,25500.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB22,C00886010,500133594,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,,,2024-10-30,26800.00,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB22,C00886010,500133603,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,,,2024-11-18,4822.25,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB22,C00886010,500133587,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2024-10-21,25500.00,0.00,Transfer,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB22,C00886010,500133596,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2024-10-30,26800.00,0.00,Transfer,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB22,C00886010,500133605,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2024-11-18,4827.87,0.00,Transfer,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB22,C00886010,500133582,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,,,2024-10-21,25500.00,0.00,Transfer,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB22,C00886010,500133580,,,CCM,VAL HOYLE FOR CONGRESS,,,,,,PO Box 657,,Springfield,OR,974770116,,,2024-10-21,25500.00,0.00,Transfer,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
