form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00397851,B893271,,,PAC,Michigan Senate Democratic Fund,,,,,,PO Box 11111,,Lansing,MI,48901,O2024,Not Applicable,2024-12-12,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00397851,B893294,,,PAC,House Republican Campaign Cmte,,,,,,Post Office Box 15035,,Lansing,MI,48901,O2024,Not Applicable,2024-12-12,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00397851,B864460,,,CCM,Dustin Burrows Campaign,,,,,,PO Box 6170,,Lubbock,TX,79493,P2024,,2024-11-26,-2000.00,,P-2024 State House 83 TX,011,,,,Burrows,Dustin,,,,H,TX,83,,,,,,,,Voided: Original check dated 02/01/24
SB29,C00397851,B884607,,,CCM,Ellen Troxclair for Texas,,,,,,701 Hwy 281 Suite H #196,,Marble Falls,TX,78654,G2024,,2024-11-26,-500.00,,G-2024 State House 19 TX,011,,,,Troxclair,Ellen,,,,H,TX,19,,,,,,,,Voided: Original check dated 09/19/24
SB29,C00397851,B892769,,,CCM,Jeff Barry Campaign,,,,,,P.O. Box 21,,Pearland,TX,77588,G2024,,2024-12-04,500.00,,G-2024 State House 29 TX,011,,,,Barry,Jeff,,,,H,TX,29,,,,,,,,
SB29,C00397851,B892764,,,CCM,Pat Curry Campaign,,,,,,204 Woodhew Drive,,Waco,TX,76712,G2024,,2024-12-04,500.00,,G-2024 State House 56 TX,011,,,,Curry,Pat,,,,H,TX,56,,,,,,,,
SB29,C00397851,B892770,,,CCM,Paul Dyson for Texas,,,,,,4040 Hwy 6 STE 200,,College Station,TX,77845,G2024,,2024-12-04,500.00,,G-2024 State House 14 TX,011,,,,Dyson,Paul,,,,H,TX,14,,,,,,,,
SB29,C00397851,B892767,,,CCM,Caroline Fairly for Texas,,,,,,PO BOX 20445,,Amarillo,TX,79114,G2024,,2024-12-04,500.00,,G-2024 State House 87 TX,011,,,,Fairly,Caroline,,,,H,TX,87,,,,,,,,
SB29,C00397851,B892771,,,CCM,Brent Hagenbuch Campaign,,,,,,2800 Shoreline Drive #310,,Denton,TX,76210,G2024,,2024-12-04,500.00,,G-2024 State Senate 30 TX,011,,,,Hagenbuch,Brent,,,,S,TX,30,,,,,,,,
SB29,C00397851,B892768,,,CCM,Hillary Hickland Campaign,,,,,,2130 Allenna Lane,,Temple,TX,76502,G2024,,2024-12-04,500.00,,G-2024 State House State House District ,011,,,,Hickland,Hillary,,,,H,TX, ,,,,,,,,
SB29,C00397851,B892761,,,CCM,Elect Adam Hinojosa Campaign,,,,,,P.O. Box 18301,,Corpus Christi,TX,78480,G2024,,2024-12-04,500.00,,G-2024 State Senate 27 TX,011,,,,Hinojosa,Adam,,,,S,TX,27,,,,,,,,
SB29,C00397851,B892762,,,CCM,Marc LaHood Campaign,,,,,,127 Encino Blanco,,San Antonio,TX,78232,G2024,,2024-12-04,500.00,,G-2024 State House 121 TX,011,,,,LaHood,Marc,,,,H,TX,12,,,,,,,,
SB29,C00397851,B892763,,,CCM,Shelley Luther for Texas House,,,,,,105 S. Britton St. #302,,Tom Bean,TX,75489,G2024,,2024-12-04,500.00,,G-2024 State House 62 TX,011,,,,Luther,Shelley,,,,H,TX,62,,,,,,,,
SB29,C00397851,B892766,,,CCM,John McQueeney Campaign,,,,,,P.O. Box 100458,,Fort Worth,TX,76185,G2024,,2024-12-04,500.00,,G-2024 State House 97 TX,011,,,,McQueeney,John,,,,H,TX,97,,,,,,,,
SB29,C00397851,B892803,,,CCM,Vince Perez Campaign,,,,,,649 Londonderry Road,,El Paso,TX,79907,G2024,,2024-12-04,500.00,,G-2024 State House 77 TX,011,,,,Perez,Vince,,,,H,TX,77,,,,,,,,
SB29,C00397851,B892765,,,CCM,Denise Villalobos Campaign,,,,,,10330 Kingsbury Dr.,,Corpus Christi,TX,78410,G2024,,2024-12-04,500.00,,G-2024 State House 34 TX,011,,,,Villalobos,Denise,,,,H,TX,34,,,,,,,,
SB29,C00397851,B892802,,,CCM,Elect Charlene Ward Johnson,,,,,,PO Box 925775,,Houston,TX,77292,G2024,,2024-12-04,500.00,,G-2024 State House 139 TX,011,,,,Ward Johnson,Charlene,,,,H,TX,13,,,,,,,,
