form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00235853,500674810,,,PAC,Alice B. Toklas LGBTQ Democratic Club Federal PAC,,,,,,2261 Market St,# 1800,San Francisco,CA,941141612,,,2024-07-18,1250.00,0.00,Contribution,,C00705277,Alice B. Toklas LGBTQ Democratic Club Federal PAC,,,,,,,,,,,,,,,,,
SB23,C00235853,500676304,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-07-15,50.00,0.00,In-kind: endorsement press release,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00235853,500676305,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-07-15,50.00,0.00,In-kind: endorsement graphic design,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00235853,500676306,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-07-15,253.53,0.00,In-kind: video development,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00235853,500674795,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,O2024,Post Primary,2024-07-18,5000.00,0.00,Debt retirement (post primary),,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00235853,500674799,,,CCM,April McClain Delaney for Congress,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-07-25,2500.00,0.00,Contribution,,C00854471,,,Delaney,April,McCain,,,H,MD,06,,,,,,,,
SB23,C00235853,500674808,,,CCM,Citizens for Peter Barca,,,,,,PO Box 1509,,Kenosha,WI,531411509,G2024,,2024-07-25,4500.00,0.00,Contribution,,C00876490,,,Barca,Peter,,,,H,WI,01,,,,,,,,
SB23,C00235853,500674802,,,CCM,Committee to Elect Shomari Figures for Congress,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-07-25,2500.00,0.00,Contribution,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,,
SB23,C00235853,500674818,,,PTY,Democratic Party of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,871257615,,,2024-07-22,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, formerly the Biden Fund, see Schedule B, 23.",,C00161810,Democratic Party of New Mexico - Federal,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500674819,,,PTY,Democratic Party of Oregon,,,,,,1220 SW Morrison St,Ste 910,Portland,OR,972052228,,,2024-07-22,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, formerly the Biden Fund, see Schedule B, 23.",,C00188367,Democratic Party of Oregon,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500674816,,,PAC,Democratic State Central Committee of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,,,2024-07-22,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, formerly the Biden Fund, see Schedule B, 23.",,C00141812,Democratic State Central Committee of Maryland,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500674800,,,CCM,Elfreth for Maryland,,,,,,PO Box 5935,,Annapolis,MD,214030705,G2024,,2024-07-25,2500.00,0.00,Contribution,,C00855353,,,Elfreth,Sarah,Kelly,,,H,MD,03,,,,,,,,
SB23,C00235853,500674803,,,CCM,Emily Randall for Congress,,,,,,PO Box 1883,,Port Orchard,WA,983660680,P2024,,2024-07-25,1000.00,0.00,Contribution,,C00857094,,,Randall,Emily,,,,H,VA,02,,,,,,,,
SB23,C00235853,500674804,,,CCM,Emily Randall for Congress,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-07-25,1000.00,0.00,Contribution,,C00857094,,,Randall,Emily,,,,H,VA,02,,,,,,,,
SB23,C00235853,500674797,,,CCM,Engel for Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,P2024,,2024-07-25,3500.00,0.00,Contribution,,C00773820,,,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00235853,500674809,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,200030337,,,2024-07-18,5000.00,0.00,Contribution,,C00550970,Equality PAC,,,,,,,,,,,,,,,,,
SB23,C00235853,500674815,,,PTY,Federal: Colorado Democratic Party,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2024-07-22,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, formerly the Biden Fund, see Schedule B, 23.",,C00161786,Federal: Colorado Democratic Party,,,,,,,,,,,,,,,,X,*
SB23,C00235853,500674811,,,PAC,Find Out PAC,,,,,,PO Box 762288,,San Antonio,TX,782457288,,,2024-07-18,2500.00,0.00,Contribution,,C00867028,Find Out PAC,,,,,,,,,,,,,,,,,
SB23,C00235853,500674796,,,CCM,Gallego for Arizona,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2024-07-25,2000.00,0.00,Contribution,,C00558627,,,Gallego,Ruben,,,,H,AZ,03,,,,,,,,
SB23,C00235853,500676307,,,CCM,Harris for President,,,,,,PO Box 58178,,Philadelphia,PA,191028178,C2024,Convention,2024-07-26,61.15,0.00,In-kind: staff time,,C00703975,,,Harris,Kamala,,,,P,,00,,,,,,,,
SB23,C00235853,500674814,,,PAC,Harris Victory Fund,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-07-22,25000.00,0.00,Contribution to be allocated to state party federal committees,,C00744946,Harris Victory Fund,,,,,,,,,,,,,,,,,"See memo items for state federal committees in: CO,MD,NH,NM,OR."
SB23,C00235853,500674798,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,P2024,,2024-07-25,3500.00,0.00,Contribution,,C00844480,,,Hertel,Curtis,,,Jr,H,MI,07,,,,,,,,
SB23,C00235853,500674807,,,CCM,Johnny O for Congress,,,,,,711 W 40th St,Ste 330,Baltimore,MD,212112142,G2024,,2024-07-25,2500.00,0.00,Contribution,,C00867747,,,Olszewski,John,Anthony,,Jr.,H,MD,02,,,,,,,,
SB23,C00235853,500674806,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-07-25,4500.00,0.00,Contribution,,C00864207,,,Rivet,Kristen,McDonald,,,H,MI,08,,,,,,,,
SB23,C00235853,500674812,,,PAC,LGBTQ Victory Fund Federal PAC,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2024-07-18,250.00,0.00,Contribution,,C00476978,LGBTQ Victory Fund Federal PAC,,,,,,,,,,,,,,,,,
SB23,C00235853,500674794,,,CCM,Mark Takano for Congress,,,,,,PO Box 5214,,Riverside,CA,925175214,G2024,,2024-07-18,1000.00,0.00,Contribution,,C00498667,,,Takano,Mark,,,,H,CA,39,,,,,,,,
SB23,C00235853,500674805,,,CCM,Maxine for Congress,,,,,,PO Box 12209,,Portland,OR,972120209,G2024,,2024-07-25,4500.00,0.00,Contribution,,C00859108,,,Dexter,Maxine,,,,H,OR,03,,,,,,,,
SB23,C00235853,500674801,,,CCM,Morrison for Congress,,,,,,PO Box 684,,Wayzata,MN,553910684,P2024,,2024-07-25,2500.00,0.00,Contribution,,C00856062,,,Morrison,Kelly,Louise,,,H,MN,03,,,,,,,,
SB23,C00235853,500674817,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,,,2024-07-22,5000.00,0.00,"Contribution allocated through the Harris Victory Fund, formerly the Biden Fund, see Schedule B, 23.",,C00178038,New Hampshire Democratic Party,,,,,,,,,,,,,,,,X,*
