form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00489799,500688956,,,ORG,50+1 Strategies,,,,,,PO Box 358,,San Francisco,CA,941040358,,,2024-10-16,119936.03,0.00,"Advance Payment for Mail Piece Production, Printing and Postage",,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500689127,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-10-01,25.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500689128,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-10-01,126.05,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688810,,,ORG,Bank of America,,,,,,PO Box 27025,,Richmond,VA,232617025,,,2024-10-02,7.25,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688811,,,ORG,Bank of America,,,,,,PO Box 27025,,Richmond,VA,232617025,,,2024-10-02,111.11,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688196,,,ORG,Blueprint Interactive,,,,,,2229 N Pollard St,,Arlington,VA,222073855,,,2024-10-08,12500.00,0.00,Advance Payment for Production of Digital Ads,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688194,,,ORG,Catalist LLC,,,,,,1090 Vermont Ave NW,Ste 300,Washington,DC,200054966,,,2024-10-03,22081.29,0.00,Software Licensing,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688954,,,ORG,ChangeSprout Inc.,,,,,,PO Box 1194,,Hudson,NY,125340308,,,2024-10-03,1985.88,0.00,Software Licensing,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688199,,,ORG,Clarity Campaign Labs,,,,,,729 15th St NW,Ste 700,Washington,DC,200056037,,,2024-10-10,80000.00,0.00,Research Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688197,,,ORG,Co-Loop LLC,,,,,,400 W Rich St,# 256,Columbus,OH,432154902,,,2024-10-08,5625.00,0.00,Non-Candidate Specific Swag,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688189,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-10-02,3347.50,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688188,,,ORG,Moore Response Services Inc,,,,,,100 Jamison Ct,,Hagerstown,MD,217405185,,,2024-10-02,1897.10,0.00,Mail Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500688812,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-10-02,675.78,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500682507,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-02,-52.43,0.00,"Draw Down Against Advance for Staff Time, See Sched. E",,,,,,,,,,,,,,,,,,,,
