form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00489799,500688198,,,ORG,50+1 Strategies,,,,,,PO Box 358,,San Francisco,CA,941040358,,,2024-10-08,291770.55,0.00,"Non-Federal Mail Piece Production, Printing and Postage",,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688195,,,ORG,Declaration Media LLC,,,,,,18 Buist Ave,,Greenville,SC,296095502,,,2024-10-04,146984.10,0.00,Production and Distribution of Non-Federal TV Ads,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688200,,,ORG,Declaration Media LLC,,,,,,18 Buist Ave,,Greenville,SC,296095502,,,2024-10-12,1100000.00,0.00,Production and Distribution of Non-Federal TV Ads,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688204,,,ORG,Mission Control LLC,,,,,,114 Mansfield Hollow Rd,# A,Mansfield Center,CT,062501316,,,2024-10-16,2238.00,0.00,Production and Printing of Non-Federal Walk Cards,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688209,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-02,367.01,0.00,Staff Time for Non-Federal Voter Communications,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688698,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-08,369.88,0.00,Non-Federal Staff Time,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688711,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,39.45,0.00,In-Kind for Staff Time,,,Planned Parenthood Advocates of Wisconsin Political Fund,,,,,,,,,,,,,,,,,
SB29,C00489799,500688205,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,,,2024-10-16,4091.58,0.00,Staff Time for Non-Federal Voter Communications,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688184,,,ORG,Planned Parenthood Southeast Advocates,,,,,,75 Piedmont Ave NE,Ste 800,Atlanta,GA,303032507,,,2024-10-01,1246.30,0.00,Staff Time for Non-Federal Voter Communications,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688206,,,ORG,Precision Strategies LLC,,,,,,901 New York Ave NW,Ste 530,Washington,DC,200015147,,,2024-10-16,250000.00,0.00,Production and Distribution of Non-Federal Digital Ads,,,,,,,,,,,,,,,,,,,,
SB29,C00489799,500688202,,,ORG,The T and T Institute of Agriculture Entrepreneurship And Technology Inc,,,,,,600 JOHN KIMBROUGH BOULEVARD 2402,,College Station,TX,778430001,,,2024-10-16,15000.00,0.00,Event Sponsorship,,,,,,,,,,,,,,,,,,,,
