form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00489799,500688699,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,844.72,0.00,In-Kind for Staff Time,,C00685289,Nevada Advocates for Planned Parenthood Affiliates PAC (NAPPA PAC),,,,,,,,,,,,,,,,,
SB23,C00489799,500688700,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,1016.91,0.00,In-Kind for Non-Federal Staff Time,,C00685289,Nevada Advocates for Planned Parenthood Affiliates PAC (NAPPA PAC),,,,,,,,,,,,,,,,,
SB23,C00489799,500688701,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,1185.60,0.00,In-Kind for Staff Time,,C00687491,Planned Parenthood Advocacy Project Los Angeles County Action Fund,,,,,,,,,,,,,,,,,
SB23,C00489799,500688702,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,869.81,0.00,In-Kind for Staff Time,,C00568931,MI Planned Parenthood Votes,,,,,,,,,,,,,,,,,
SB23,C00489799,500688704,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,325.26,0.00,In-Kind for Non-Federal Staff Time,,C00568931,MI Planned Parenthood Votes,,,,,,,,,,,,,,,,,
SB23,C00489799,500688705,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,455.43,0.00,In-Kind for Staff Time,,C00684530,Planned Parenthood of Minnesota Political Action Fund,,,,,,,,,,,,,,,,,
SB23,C00489799,500688706,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,244.30,0.00,In-Kind for Staff Time,,C00663724,Planned Parenthood Votes Ohio,,,,,,,,,,,,,,,,,
SB23,C00489799,500688707,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,569.14,0.00,In-Kind for Non-Federal Staff Time,,C00663724,Planned Parenthood Votes Ohio,,,,,,,,,,,,,,,,,
SB23,C00489799,500688708,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,142.32,0.00,In-Kind for Staff Time,,C00887182,Planned Parenthood Votes North Carolina,,,,,,,,,,,,,,,,,
SB23,C00489799,500688710,,,ORG,"Planned Parenthood Action Fund, Inc.",,,,,,123 William St,,New York,NY,100383804,,,2024-10-16,702.36,0.00,In-Kind for Non-Federal Staff Time,,C00887182,Planned Parenthood Votes North Carolina,,,,,,,,,,,,,,,,,
SB23,C00489799,500688957,,,PAC,Planned Parenthood Votes North Carolina,,,,,,100 S Boylan Ave,,Raleigh,NC,276031802,,,2024-10-16,45000.00,0.00,Contribution,,C00887182,Planned Parenthood Votes North Carolina,,,,,,,,,,,,,,,,,
