form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB75525,,,PAC,People for Emanuel Chris Welch,,,,,,"1005 W. Roosevelt Rd, Suite D",,Westchester,IL,60154,,,2023-02-03,2500.00,,,011,,People for Emanuel Chris Welch,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75527,,,PAC,Tampa Strong,,,,,,1106 North Franklin Street,,Tampa,FL,33602,,,2023-02-10,2500.00,,,011,,Tampa Strong,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75528,,,PAC,Aaron Moak Campaign,,,,,,5140 Fryers Ave.,,Greenwell Springs,LA,70739,,,2023-02-13,250.00,,,011,,Aaron Moak Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75538,,,PAC,Citizens for Ervin,,,,,,4238 Washington Blvd.,,Chicago,IL,60624,,,2023-02-16,1500.00,,,011,,Citizens for Ervin,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75532,,,PAC,Citizens for Waguespack,,,,,,2160 N. Ashland Ave,,Chicago,IL,60414,,,2023-02-16,1500.00,,,011,,Citizens for Waguespack,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75536,,,PAC,Friends of Bennett Lawson,,,,,,827 W. Buckingham Pl. #3,,Chicago,IL,60657,,,2023-02-16,1500.00,,,011,,Friends of Bennett Lawson,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75534,,,PAC,Friends of Gilbert Villegas,,,,,,6936 W. Diversey Ave,,Chicago,IL,60707,,,2023-02-16,1500.00,,,011,,Friends of Gilbert Villegas,,Committee,Non-Federal,,,,,IL,,,,,,,,,
SB29,C00386029,EB75531,,,PAC,Friends of Matt O'Shea,,,,,,10402 S Western Ave,,Chicago,IL,60643,,,2023-02-16,1500.00,,,011,,Friends of Matt O'Shea,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75540,,,PAC,Friends of Michael D. Rodriguez,,,,,,3047 S Lawndale,,Chicago,IL,60623,,,2023-02-16,1500.00,,,011,,Friends of Michael D. Rodriguez,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75535,,,PAC,Friends of Michelle Harris,,,,,,8627 S Constance Ave,,Chicago,IL,60617,,,2023-02-16,1500.00,,,011,,Friends of Michelle Harris,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB75539,,,PAC,Friends of Nicole Lee,,,,,,"329 W 24th Pl, Apt 3",,Chicago,IL,60616,,,2023-02-16,1500.00,,,011,,Friends of Nicole Lee,,Committee,Non-Federal,,,,,,,,,,,,,,
