form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00564799,SB23.20591,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO BOX 22116,,EAGAN,MN,55122,G2024,,2024-09-11,3000.00,,,,C00575209,,,,,,,,H,MN,02,,,,,,,,
SB23,C00564799,SB23.20575,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,P2024,,2024-07-23,1500.00,,,,C00660464,,,,,,,,H,NH,01,,,,,,,,
SB23,C00564799,SB23.20592,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,G2024,,2024-09-11,3000.00,,,,C00660464,,,,,,,,H,NH,01,,,,,,,,
SB23,C00564799,SB23.20602,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,G2024,,2024-09-24,500.00,,,,C00637371,,,,,,,,H,PA,06,,,,,,,,
SB23,C00564799,SB23.20582,,,CCM,EHASZ FOR CONGRESS,,,,,,1800 BYBERRY ROAD,#1336,BENSALEM,PA,19020,G2024,,2024-08-20,1000.00,,,,C00791335,,,,,,,,H,PA,01,,,,,,,,
SB23,C00564799,SB23.20584,,,CCM,EHASZ FOR CONGRESS,,,,,,1800 BYBERRY ROAD,#1336,BENSALEM,PA,19020,G2024,,2024-09-11,3000.00,,,,C00791335,,,,,,,,H,PA,01,,,,,,,,
SB23,C00564799,SB23.20600,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,P.O. BOX 4145,,EAST LANSING,MI,48826,G2024,,2024-09-17,3000.00,,,,C00834218,,,,,,,,S,MI,00,,,,,,,,
SB23,C00564799,SB23.20577,,,CCM,ENGEL FOR ARIZONA,,,,,,PO BOX 40721,,TUCSON,AZ,85717,P2024,,2024-07-23,1000.00,,,,C00773820,,,,,,,,H,AZ,06,,,,,,,,
SB23,C00564799,SB23.20593,,,CCM,ENGEL FOR ARIZONA,,,,,,PO BOX 40721,,TUCSON,AZ,85717,G2024,,2024-09-11,3000.00,,,,C00773820,,,,,,,,H,AZ,06,,,,,,,,
SB23,C00564799,SB23.20588,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,G2024,,2024-09-11,3000.00,,,,C00264697,,,,,,,,S,OH,00,,,,,,,,
SB23,C00564799,SB23.20596,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO BOX 1710,,PHOENIX,AZ,85001,G2024,,2024-09-11,3000.00,,,,C00558627,,,,,,,,S,AZ,03,,,,,,,,
SB23,C00564799,SB23.20578,,,CCM,GRACE FOR NEW YORK,,,,,,PO BOX 656555,,FRESH MEADOWS,NY,11365,G2024,,2024-07-24,500.00,,,,C00516666,,,,,,,,H,NY,06,,,,,,,,
SB23,C00564799,SB23.20586,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,213 TIOGA STREET,PO BOX 6806,ITHACA,NY,14851,G2024,,2024-09-09,3000.00,,,,C00793760,,,,,,,,H,NY,19,,,,,,,,
SB23,C00564799,SB23.20590,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,NORTH LAS VEGAS,NV,89033,G2024,,2024-09-11,3000.00,,,,C00668228,,,,,,,,H,NV,04,,,,,,,,
SB23,C00564799,SB23.20585,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO BOX 2113,,KINGSTON,NY,12402,G2024,,2024-09-09,3000.00,,,,C00815290,,,,,,,,H,NY,18,,,,,,,,
SB23,C00564799,SB23.20587,,,CCM,ROSEN FOR NEVADA,,,,,,PO BOX 46110,,LAS VEGAS,NV,89114,G2024,,2024-09-11,3000.00,,,,C00606939,,,,,,,,S,NV,00,,,,,,,,
SB23,C00564799,SB23.20597,,,CCM,STANTON FOR CONGRESS,,,,,,4340 E INDIAN SCHOOL ROAD,SUITE 21-518,PHOENIX,AZ,85018,G2024,,2024-09-11,3000.00,,,,C00657304,,,,,,,,H,AZ,09,,,,,,,,
SB23,C00564799,SB23.20598,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N CEDAR CREST BLVD,#183,ALLENTOWN,PA,18104,G2024,,2024-09-11,3000.00,,,,C00658567,,,,,,,,H,PA,07,,,,,,,,
SB23,C00564799,SB23.20576,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S FORT APACHE RD,STE. 215-382,LAS VEGAS,NV,89148,G2024,,2024-07-23,500.00,,,,C00655613,,,,,,,,H,NV,03,,,,,,,,
SB23,C00564799,SB23.20589,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S FORT APACHE RD,STE. 215-382,LAS VEGAS,NV,89148,G2024,,2024-09-11,3000.00,,,,C00655613,,,,,,,,H,NV,03,,,,,,,,
SB23,C00564799,SB23.20599,,,CCM,TITUS FOR CONGRESS,,,,,,PO BOX 72454,,LAS VEGAS,NV,89170,G2024,,2024-09-11,3000.00,,,,C00499467,,,,,,,,H,NV,01,,,,,,,,
