form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00759019,500395650,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-10-28,4408.36,0.00,Salary & Benefits,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB21B,C00759019,500392280,,,ORG,Left Coast Consulting,,,,,,22870 Carriage Dr,,Reno,NV,895217811,,,2024-11-14,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500392193,,,ORG,The Frost Group,,,,,,3701 Porter St NW,,Washington,DC,200163103,,,2024-11-14,1250.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500392194,,,ORG,Left Coast Consulting,,,,,,22870 Carriage Dr,,Reno,NV,895217811,,,2024-11-14,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500394925,,,ORG,NGP Van Inc.,,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-11-18,106.60,0.00,Database Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500392175,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-11-12,2000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500392275,,,ORG,MRM & Co.,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-11-12,7500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500392195,,,ORG,Blue Jay Strategies,,,,,,925 B Peachtree St NE,# 2172,Atlanta,GA,303094498,,,2024-11-14,12500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500390495,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,250.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00759019,500395649,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-10-28,4408.36,0.00,Salary & Benefits,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB21B,C00759019,500394769,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-10-28,4553.72,0.00,Salary & Benefits,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
