form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00879445,500172710,,,CCM,Adam Gray For Congress,,,,,,400 Capitol Mall,Ste 2400,Sacramento,CA,958144428,,,2024-09-27,11600.00,0.00,Transfer,,C00801431,,,Gray,Adam,C.,,,H,CA,13,,,,,,,,
SB22,C00879445,500172703,,,CCM,Altman For Congress,,,,,,PO Box 267,,Lambertville,NJ,085300267,,,2024-09-27,11600.00,0.00,Transfer,,C00841643,,,Altman,Susan,Copius,,,H,NJ,07,,,,,,,,
SB22,C00879445,500172704,,,CCM,Baccam For Iowa,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,,,2024-09-27,11600.00,0.00,Transfer,,C00856021,,,Baccam,Lanon,,,,H,IA,03,,,,,,,,
SB22,C00879445,500172705,,,CCM,Christina Bohannan For Congress,,,,,,PO Box 722,,Iowa City,IA,522440722,,,2024-09-27,11600.00,0.00,Transfer,,C00787820,,,Bohannan,Christina,,,,H,IA,01,,,,,,,,
SB22,C00879445,500172713,,,CCM,Dave Min For Congress,,,,,,PO Box 5959,,Irvine,CA,926165959,,,2024-09-27,11600.00,0.00,Transfer,,C00831537,,,Min,Dave,,,,H,CA,47,,,,,,,,
SB22,C00879445,500172722,,,PAC,DEMOCRACY SUMMER LEADERSHIP PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-30,20000.00,0.00,Transfer,,C00664318,,,,,,,,,,,,,,,,,,
SB22,C00879445,500172717,,,CCM,Derek Tran For Congress,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,,,2024-09-27,11600.00,0.00,Transfer,,C00851790,,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB22,C00879445,500172708,,,CCM,Engel For Arizona,,,,,,PO Box 40721,,Tucson,AZ,857170721,,,2024-09-27,11600.00,0.00,Transfer,,C00773820,,,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB22,C00879445,500172721,,,CCM,George Whitesides For Congress,,,,,,PO Box 221776,,Newhall,CA,913221776,,,2024-09-27,11600.00,0.00,Transfer,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB22,C00879445,500172709,,,CCM,Gillen For NY,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-09-27,10950.00,0.00,Transfer,,C00840165,,,Gillen,Laura,,,,H,NY,04,,,,,,,,
SB22,C00879445,500172711,,,CCM,Hertel For Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,,,2024-09-27,10950.00,0.00,Transfer,,C00844480,,,Hertel,Curtis,,,Jr,H,MI,07,,,,,,,,
SB22,C00879445,500172706,,,CCM,Janelle Bynum For Congress,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,,,2024-09-27,11600.00,0.00,Transfer,,C00843425,,,Bynum,Janelle,,,,H,OR,05,,,,,,,,
SB22,C00879445,500172714,,,CCM,Josh Riley For Congress,,,,,,PO Box 836,,Ithaca,NY,148510836,,,2024-09-27,10950.00,0.00,Transfer,,C00793760,,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB22,C00879445,500172719,,,CCM,Michelle Vallejo For Congress,,,,,,PO Box 1265,,Mission,TX,785730021,,,2024-09-27,11600.00,0.00,Transfer,,C00797217,,,Vallejo,Michelle,,,,H,TX,15,,,,,,,,
SB22,C00879445,500172707,,,CCM,Missy For Congress,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,,,2024-09-27,10950.00,0.00,Transfer,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,
SB22,C00879445,500172712,,,CCM,Mondaire For Congress,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,,,2024-09-27,11600.00,0.00,Transfer,,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,,
SB22,C00879445,500172718,,,CCM,Monica Tranel For Montana,,,,,,PO Box 9384,,Missoula,MT,598079384,,,2024-09-27,11600.00,0.00,Transfer,,C00845008,,,Tranel,Monica,,,,H,MT,01,,,,,,,,
SB22,C00879445,500172716,,,CCM,Rudy Salas For Congress,,,,,,PO Box 42257,,Bakersfield,CA,933842257,,,2024-09-27,11600.00,0.00,Transfer,,C00791756,,,Salas,Rudy,,,,H,CA,22,,,,,,,,
SB22,C00879445,500172720,,,CCM,Vargas For Congress,,,,,,PO Box 746,,Boys Town,NE,680100746,,,2024-09-27,11600.00,0.00,Transfer,,C00784371,,,Vargas,Anthony,,,,H,NE,02,,,,,,,,
SB22,C00879445,500172715,,,CCM,Will Rollins For Congress,,,,,,PO Box 6282,,Corona,CA,928786282,,,2024-09-27,10950.00,0.00,Transfer,,C00792507,,,Rollins,Will,,,,H,CA,41,,,,,,,,
