form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00829598,SB29.4764,,,COM,Deeds for State Senate,,,,,,PO Box 5462,,Charlottesville,VA,22905,,,2024-11-20,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4762,,,COM,Friends of Don Scott for Virginia,,,,,,355 Crawford St. #704,,Portsmouth,VA,23704,,,2024-11-20,1500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4769,,,COM,Georgia House Republican Trust,,,,,,PO Box 2488,,Kennesaw,GA,30156,,,2024-11-22,15000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4746,,,COM,Georgia Republican Senatorial Committee,,,,,,PO Box 1483,,Rowsell,GA,30077,,,2024-10-22,10000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4761,,,COM,Kilgore for Delegate,,,,,,197 W. Jackson St.,,Gate City,VA,24251,,,2024-11-20,500.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4759,,,COM,Republican Governors Association,,,,,,"1747 Pennsylvania Ave, NW",,Washington,DC,20006,,,2024-11-20,30000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4745,,,PTY,REPUBLICAN STATE LEADERSHIP COMMITTEE,,,,,,1201 F STREET NW,SUITE 675,WASHINGTON,DC,20004,O2024,,2024-10-22,7500.00,,Contribution - IE Only Account,,C30002067,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4763,,,COM,Rip Sullivan for Delegate,,,,,,PO Box 994,,McLean,VA,22101,,,2024-11-20,3000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4758,,,COM,Road to Michigan's Future,,,,,,PO Box 12248,,Lansing,MI,48901,,,2024-11-01,20000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4766,,,COM,Suetterlein for Senate,,,,,,PO Box 20237,,Roanoke,VA,24018,,,2024-11-20,1000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00829598,SB29.4768,,,COM,Surovell for State Senate,,,,,,PO Box 289,,Mount Vernon,VA,22121,,,2024-11-20,3000.00,,Non-Federal Contribution - IE Only Account,,,,,,,,,,,,,,,,,,,,
