form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00826404,SE.4356,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,6.36,2024-01-02,6.36,G-Suite Services,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4357,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,79.50,2024-01-08,85.86,Mailchimp,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4359,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,6.36,2024-02-02,92.22,G-Suite Services,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4360,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,79.50,2024-02-06,171.72,Mailchimp,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4361,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,16.36,2024-02-16,188.08,Zoom,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4362,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,80.86,2024-02-16,268.94,Zoom,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4363,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,37.10,2024-02-20,306.04,Mailchimp,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4364,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,6.36,2024-03-04,312.40,G-Suite Services,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4365,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,116.60,2024-03-06,429.00,Mailchimp,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4366,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,117.64,2024-03-15,546.64,Zoom,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4368,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,31.82,2024-03-21,578.46,Order for checks and supplies,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4367,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,40.00,2024-03-26,618.46,FEC Training,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
