form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00746107,500096145,,,ORG,Fisher Phx,,,,,,2944 N 44Th St,,Phoenix,AZ,850187257,G2024,,2024-09-10,6250.00,2024-09-12,1291837.18,Ad Design,,,S,P00009423,Harris,Kamala,,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500096146,,,ORG,Fisher Phx,,,,,,2944 N 44Th St,,Phoenix,AZ,850187257,G2024,,2024-09-10,6250.00,2024-09-12,1291837.18,Ad Design,,,S,P00009423,Harris,Kamala,,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500096147,,,ORG,Fisher Phx,,,,,,2944 N 44Th St,,Phoenix,AZ,850187257,G2024,,2024-09-10,6250.00,2024-09-12,1291837.18,Ad Design,,,S,P00009423,Harris,Kamala,,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500141808,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-07-21,500.00,,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500141809,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-07-21,500.00,,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500141810,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-07-21,500.00,,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500141811,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-07-21,650.00,,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500141812,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-07-21,650.00,,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500141813,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-07-21,650.00,,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500096150,,,ORG,Mango Skies LLC,,,,,,4626 N 16Th St,Apt 1453,Phoenix,AZ,850165153,G2024,,2024-09-10,5000.00,2024-09-12,1291837.18,Ad Design,,,S,P00009423,Harris,Kamala,,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500092044,,,PAC,MoveOn.Org Politcal Action,,,,,,PO Box 96142,,Washington,DC,200906142,G2024,,2024-08-23,2300.00,2024-08-26,1291837.18,Ad Buy,,C00341396,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500113516,,,ORG,WKQ Media LLC,,,,,,1502 Kearny St NE,,Washington,DC,200172958,G2024,,2024-07-02,12000.00,2024-07-02,1291837.18,Ad Buy,,,O,P80001571,Trump,Donald,J.,,,P,,,Badillo,Jorge,,,,2024-12-30,
SE,C00746107,500113517,,,ORG,WKQ Media LLC,,,,,,1502 Kearny St NE,,Washington,DC,200172958,G2024,,2024-07-09,43250.00,2024-07-09,86500.00,Ad Buy,,,S,H4AZ03117,Teran,Raquel,,,,H,03,AZ,Badillo,Jorge,,,,2024-12-30,
