form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00825786,SB97,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-09,2.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB98,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-13,60.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB100,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-18,4.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB101,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-21,142.60,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB102,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-23,32.20,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB103,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-25,20.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB104,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-27,212.10,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB105,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-28,80.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB106,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-10-31,8.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB107,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-11-01,4.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
