form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B869309,,,ORG,Bank of Labor,,,,,,8325 Lenexa Dr Suite 300,,Lenexa,KS,66214,O2024,Not Applicable,2024-03-14,1361.45,,Credit Card Payment See Breakdown of Itemizable Payees Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B870497,,,ORG,Logan's Roadhouse,,,,,,3011 Armory Drive,,Nashville,TN,37204,O2024,Not Applicable,2024-03-14,628.72,,Food for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B870494,,,ORG,Walmart Stores Inc.,,,,,,702 Southwest 8th Street,,Bentonville,AR,72716,O2024,Not Applicable,2024-03-14,311.68,,PPE and Other Supplies for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B869308,,,ORG,Bank of Labor,,,,,,8325 Lenexa Dr Suite 300,,Lenexa,KS,66214,O2024,Not Applicable,2024-03-14,59138.45,,Credit Card Payment See Breakdown of Itemizable Payees Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B870490,,,ORG,Best Western Hotels,,,,,,6201 N 24th Pkwy,,Phoenix,AZ,85016,O2024,Not Applicable,2024-03-14,59138.45,,Hotel and Travel expenses for Canvassers,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B870379,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2024,Not Applicable,2024-03-18,77.32,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B870375,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2024,Not Applicable,2024-03-01,1.59,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B867271,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2024,Not Applicable,2024-03-04,0.16,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B870376,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2024,Not Applicable,2024-03-11,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B870377,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2024,Not Applicable,2024-03-18,0.99,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B870378,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2024,Not Applicable,2024-03-25,5.75,,Credit Card Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B867420,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2024,Not Applicable,2024-03-07,4866.34,,Compliance/reporting/filing Services,001,,,,,,,,,,, ,,,,,,,,
