form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00390351,SB23.0006,,,CCM,BRAD KNOTT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00855361,,H4NC13116,KNOTT,BRAD,,,,H,NC,13,  ,,,,,,,
SB23,C00390351,SB23.0011,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD STE 114 #237,,ALTOONA,PA,16602,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00674259,,H8PA13125,JOYCE,JOHN,,,,H,PA,13,  ,,,,,,,
SB23,C00390351,SB23.0007,,,CCM,FRIENDS TO ELECT GREG MURPHY,,,,,,PO BOX 1131,,GREENVILLE,NC,27835,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00697649,,H0NC03172,MURPHY,GREGORY FRANCIS,,,,H,NC,03,  ,,,,,,,
SB23,C00390351,SB23.0001,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,40252,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00445023,,H8KY02031,GUTHRIE,BRETT,,,,H,KY,02,  ,,,,,,,
SB23,C00390351,SB23.0008,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,G2024,,2024-10-23,2000.00,,CONTRIBUTION,,C00504522,,H2NC08185,HUDSON,RICHARD L JR.,,,,H,NC,09,  ,,,,,,,
SB23,C00390351,SB23.0002,,,CCM,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,PO BOX 600698,,NEWTONVILLE,MA,02460,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00721449,,H0MA04192,AUCHINCLOSS,JAKE,,,,H,MA,04,  ,,,,,,,
SB23,C00390351,SB23.0005,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-10-23,2000.00,,CONTRIBUTION,,C00541862,,H4MO08162,SMITH,JASON,,,,H,MO,08,  ,,,,,,,
SB23,C00390351,SB23.0003,,,CCM,KATHERINE CLARK FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,G2024,,2024-10-23,2000.00,,CONTRIBUTION,,C00541888,,H4MA05084,CLARK,KATHERINE,,,,H,MA,05,  ,,,,,,,
SB23,C00390351,SB23.0004,,,CCM,LORI TRAHAN FOR CONGRESS COMMITTEE,,,,,,PO BOX 1161,,LOWELL,MA,01853,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00655647,,H8MA03106,TRAHAN,LORI,,,,H,MA,03,  ,,,,,,,
SB23,C00390351,SB23.0010,,,CCM,NEVADANS FOR STEVE HORFORD,,,,,,PO BOX 336664,,NORTH LAS VEGAS,NV,89033,G2024,,2024-10-23,1000.00,,CONTRIBUTION,,C00668228,,H2NV04011,HORFORD,STEVEN ALEXZANDER,,,,H,NV,04,  ,,,,,,,
SB23,C00390351,SB23.0009,,,CCM,THOM TILLIS COMMITTEE,,,,,,PO BOX 97396,,RALEIGH ,NC,27624,P2026,,2024-10-23,2000.00,,CONTRIBUTION,,C00545772,,S4NC00162,TILLIS,THOM R. SEN.,,,,S,NC,00,  ,,,,,,,
SB23,C00390351,SB23.0012,,,CCM,ALMA ADAMS FOR CONGRESS,,,,,,PO BOX 31473,,CHARLOTTE,NC,28231,G2024,,2024-10-24,1000.00,,CONTRIBUTION,,C00546358,,H4NC12100,ADAMS,ALMA SHEALEY,,,,H,NC,12,  ,,,,,,,
SB23,C00390351,SB23.0013,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO BOX 28258,,RALEIGH ,NC,27611,G2024,,2024-10-24,1000.00,,CONTRIBUTION,,C00729277,,H0NC02125,ROSS,DEBORAH,,,,H,NC,02,  ,,,,,,,
SB23,C00390351,SB23.0014,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD ,MA,01108,G2024,,2024-10-25,2000.00,,CONTRIBUTION,,C00226522,,H8MA02041,NEAL,RICHARD E,,,,H,MA,01,  ,,,,,,,
SB23,C00390351,SB23.0015,,,CCM,DON DAVIS FOR NC ,,,,,,PO BOX 511,,SNOW HILL,NC,28580,G2024,,2024-10-28,1000.00,,CONTRIBUTION,,C00795211,,H2NC02287,DAVID,DON,,,,H,NC,01,  ,,,,,,,
