form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00798355,500071700,,,ORG,Strassheim Graphic Design & Press Corp.,,,,,,1500 Spring Garden St,Ste 225,Philadelphia,PA,191304600,,,2023-06-29,515.16,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072800,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-02-09,2165.47,0.00,Database Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071510,,,ORG,Marriott International,,,,,,7750 Wisconsin Ave,,Bethesda,MD,208143522,,,2023-05-23,483.36,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071920,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-27,170.15,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071970,,,ORG,"Spotlight Strategies, LLC",,,,,,910 S Mills Ave,,Orlando,FL,328061309,,,2023-06-06,2500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071511,,,ORG,Marriott International,,,,,,7750 Wisconsin Ave,,Bethesda,MD,208143522,,,2023-05-24,6.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071921,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-05,488.72,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071512,,,ORG,Amara at Paraiso,,,,,,3101 NE 7th Ave,,Miami,FL,331374251,,,2023-05-24,300.80,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071922,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-06-27,965.20,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072795,,,ORG,Marriott International,,,,,,7750 Wisconsin Ave,,Bethesda,MD,208143522,,,2023-06-29,866.63,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071966,,,ORG,"Spotlight Strategies, LLC",,,,,,910 S Mills Ave,,Orlando,FL,328061309,,,2023-01-19,2500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072796,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2023-02-02,28.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071967,,,ORG,"Spotlight Strategies, LLC",,,,,,910 S Mills Ave,,Orlando,FL,328061309,,,2023-02-27,2500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072787,,,ORG,"EveryAction, Inc.",,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,,,2023-01-03,2165.47,0.00,Database Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071497,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2023-01-01,99.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072797,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2023-02-02,122.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071508,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2023-05-21,601.81,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071918,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-18,71.76,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071968,,,ORG,"Spotlight Strategies, LLC",,,,,,910 S Mills Ave,,Orlando,FL,328061309,,,2023-04-06,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071978,,,ORG,"ChatterBlast Media, LLC",,,,,,1315 Walnut St,Ste 800,Philadelphia,PA,191074730,,,2023-06-29,6000.00,0.00,Digital Advertising,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071498,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2023-01-03,71.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500072798,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2023-05-24,75.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00798355,500071509,,,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2023-05-21,100.31,0.00,Travel,,,,,,,,,,,,,,,,,,,,
