form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00705384,B-85758,,,ORG,Capenet Global IT Services,,,,,,1731 North Elm Street,,Commerce,GA,30529,G2022,,2023-01-13,250.00,,"IT Support, Software and Web Development",006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85755,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-01-23,19.26,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85756,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-01-23,299.97,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85759,,,ORG,Capenet Global IT Services,,,,,,1731 North Elm Street,,Commerce,GA,30529,G2022,,2023-01-30,250.00,,"IT Support, Software and Web Development",006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85761,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-01,9.68,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85804,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-01,0.29,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85768,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-02,145.40,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85805,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-02,4.36,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85769,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-08,38.52,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85770,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-09,134.82,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85772,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-10,137.36,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85774,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-13,28.89,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85789,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-16,19.26,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85807,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,G2022,,2023-02-16,300.00,,Compliance Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85790,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-28,57.78,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85791,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-28,38.72,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85792,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-28,9.63,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85806,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-02-28,1.16,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85808,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,G2022,,2023-03-02,150.00,,Compliance Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85815,,,ORG,Federal Election Commission,,,,,,1050 First Street Northeast,,Washington,DC,20002,G2022,,2023-03-07,640.00,,Administrative Fine,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85810,,,IND,,Pallante,Jason,,,,2234 N. Federal Hwy # 3100,,Boca,FL,33431,G2022,,2023-03-14,500.00,,Administrative Marketing Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85816,,,ORG,Federal Election Commission,,,,,,1050 First Street Northeast,,Washington,DC,20002,G2022,,2023-03-15,481.00,,Administrative Fine,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85811,,,IND,,Pallante,Jason,,,,2234 N. Federal Hwy # 3100,,Boca,FL,33431,G2022,,2023-03-21,250.00,,Administrative Marketing Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85801,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,G2022,,2023-03-27,159.78,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85812,,,IND,,Pallante,Jason,,,,2234 N. Federal Hwy # 3100,,Boca,FL,33431,G2022,,2023-03-31,200.00,,Administrative Marketing Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-85817,,,IND,,Pallante,Jason,,,,2234 N. Federal Hwy # 3100,,Boca,FL,33431,G2022,,2023-03-31,550.00,,Administrative Marketing Services,001,,,,,,,,,,,,,,,,,,,
