form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00786202,SB23.4326,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,C2024,Convention,2024-03-11,2500.00,,CONTRIBUTION,,C00738872,BLAKE MOORE FOR CONGRESS,H0UT01205,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00786202,SB23.4344,,,PAC,BOOTS POLITICAL ACTION COMMITTEE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,O2024,Annual,2024-03-21,1500.00,,CONTRIBUTION,,C00567545,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4330,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-03-13,5000.00,,CONTRIBUTION,,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00786202,SB23.4328,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2024-03-11,2500.00,,CONTRIBUTION,,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00786202,SB23.4331,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,O2024,Annual,2024-03-14,5000.00,,CONTRIBUTION,,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4353,,,PAC,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),,,,,,PO BOX 54,,JACKSON,MS,39205,O2024,Annual,2024-03-25,5000.00,,CONTRIBUTION,,C00368696,,,,,,,,,,,,,,,,,,
SB23,C00786202,SB23.4352,,,CCM,ROTH FOR WISCONSIN,,,,,,PO BOX 2224,,APPLETON,WI,54912,P2024,,2024-03-25,5000.00,,CONTRIBUTION,,C00870634,ROTH FOR WISCONSIN,H4WI08085,ROTH,ROGER JAMES,,,JR.,H,WI,08,,,,,,,,
SB23,C00786202,SB23.4324,,,CCM,ROUNDS FOR SENATE,,,,,,PO BOX 250,,PIERRE,SD,57501,P2026,,2024-03-08,2500.00,,CONTRIBUTION,,C00532465,ROUNDS FOR SENATE,S4SD00049,ROUNDS,MIKE,,,,S,SD,00,,,,,,,,
SB23,C00786202,SB23.4339,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,PO BOX 15221,,LANSING,MI,48901,P2024,,2024-03-20,5000.00,,CONTRIBUTION,,C00793976,TOM BARRETT FOR CONGRESS,H2MI07123,BARRETT,THOMAS MORE,,,,H,MI,07,,,,,,,,
SB23,C00786202,SB23.4343,,,CCM,TOM ROYALS FOR CONGRESS,,,,,,PO BOX 73,,GERMANTOWN,MD,20875,P2024,,2024-03-21,5000.00,,CONTRIBUTION,,C00845743,TOM ROYALS FOR CONGRESS,H4MD06290,ROYALS,TOM,,,,H,MD,06,,,,,,,,
