form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834226,500092072,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-07,36.51,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500092073,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-14,970.45,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500092074,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,391.86,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094273,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,2153.27,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094274,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-30,2606.22,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094275,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-05,1428.42,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094276,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-12,2322.13,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094277,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-19,3502.35,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094278,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-26,1476.35,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094279,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-05-31,2224.49,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094280,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-02,771.13,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094281,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-09,1693.78,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094282,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-16,3024.41,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094283,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-23,3202.85,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094284,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-30,4651.26,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094285,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2024-04-26,210.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500094286,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2024-05-24,105.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
