form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00887182,500102520,,,ORG,Blue Wave Political Partners,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-16,3500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102514,,,ORG,Flytedesk,,,,,,2205 W 136Th Ave,Ste 106,Broomfield,CO,800239306,,,2024-09-19,35000.00,0.00,Advertising (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102519,,,ORG,NGP VAN,,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-09-11,4770.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102515,,,ORG,Planned Parenthood Votes South Atlantic,,,,,,100 S Boylan Ave,,Raleigh,NC,276031802,,,2024-09-30,23913.00,0.00,Staff Time - Non-Candidate Related,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500103420,,,ORG,Planned Parenthood Votes South Atlantic,,,,,,100 S Boylan Ave,,Raleigh,NC,276031802,,,2024-09-30,1865.00,0.00,Staff Time (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,5147800I,5147800,SA17,PAC,PLANNED PARENTHOOD VOTES,,,,,,123 William St,,New York,NY,100383804,,,2024-09-20,106.77,0.00,Research,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00887182,5147807I,5147807,SA17,PAC,PLANNED PARENTHOOD VOTES,,,,,,123 William St,,New York,NY,100383804,,,2024-09-30,729.04,0.00,Staff Time,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00887182,5147808I,5147808,SA17,PAC,PLANNED PARENTHOOD VOTES,,,,,,123 William St,,New York,NY,100383804,,,2024-09-30,1745.12,0.00,Staff Time,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00887182,500102508,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E,Rancho Mirage,CA,922705511,,,2024-09-06,8250.00,0.00,Text Messaging Services (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102509,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E,Rancho Mirage,CA,922705511,,,2024-09-09,93490.00,0.00,Text Messaging Services (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102510,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E,Rancho Mirage,CA,922705511,,,2024-09-16,94943.00,0.00,Text Messaging Services (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102511,,,ORG,Stones' Phones,,,,,,41750 Rancho Las Palmas Dr,Ste E,Rancho Mirage,CA,922705511,,,2024-09-17,3317.20,0.00,Text Messaging Services (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102505,,,ORG,Tannis Root Productions Inc,,,,,,1720 Capital Blvd,,Raleigh,NC,276041362,,,2024-09-17,909.09,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102513,,,ORG,The Outreach Team,,,,,,407 College Ave,Ste 349,Ithaca,NY,148506701,,,2024-09-16,1136338.14,0.00,Canvassing Services (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500102512,,,ORG,"The Pivot Group, Inc.",,,,,,712 H St NE,Unit 606,Washington,DC,200023627,,,2024-09-12,81486.66,0.00,Printing (Non-Federal),,,,,,,,,,,,,,,,,,,,
