form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.60998,,,CCM,Bell for Missouri,,,,,,PO Box 1906691,,St Louis,MO,63119,,,2024-03-19,6600.00,,Earmarked Donations,,C00842336,Bell for Missouri,,,,,,,H,MO,01,,,,,,,,
SB23,C00247403,SB23.61021,,,CCM,Cory Booker For Senate,,,,,,PO BOX 32237,,Newark,NJ,07102,,,2024-03-27,13200.00,,Earmarks- Booker,,C00540500,,,,,,,,S,NJ,,,,,,,,,
SB23,C00247403,SB23.61019,,,CCM,FRIENDS OF CHRIS SMITH,,,,,,PO BOX 3184,,HAMILTON,NJ,08619,,,2024-03-27,15000.00,,Earmarked Contributions to Chris Smith,,C00096412,FRIENDS OF CHRIS SMITH,,,,,,,H,NJ,04,,,,,,,,
SB23,C00247403,SB23.61010,,,CCM,GILLIBRAND FOR SENATE,,,,,,313 C STREET NE,,WASHINGTON,DC,20002,,,2024-03-22,20000.00,,Earmarked Donations,,C00413914,GILLIBRAND FOR SENATE,,,,,,,S,NY,00,,,,,,,,
SB23,C00247403,SB23.61013,,,CCM,GILLIBRAND FOR SENATE,,,,,,313 C STREET NE,,WASHINGTON,DC,20002,,,2024-03-22,5000.00,,PAC Donation to Gillibrand for Senate,011,C00413914,GILLIBRAND FOR SENATE,,,,,,,S,NY,00,,,,,,,,
SB23,C00247403,SB23.60977,,,CCM,JONI ERNST FOR US SENATE INC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,,,2024-03-07,5000.00,,PAC Donation to Joni Ernst for Senate,011,C00546788,JONI ERNST FOR US SENATE INC,,,,,,,S,IA,00,,,,,,,,
SB23,C00247403,SB23.60978,,,CCM,JONI ERNST FOR US SENATE INC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,,,2024-03-07,32970.00,,Earmarked Contributions,,C00546788,JONI ERNST FOR US SENATE INC,,,,,,,S,IA,00,,,,,,,,
SB23,C00247403,SB23.60981,,,CCM,JONI ERNST FOR US SENATE INC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,,,2024-03-07,2000.00,,Arielle Wolfsohn conduit donation to Joni Ernst,011,C00546788,JONI ERNST FOR US SENATE INC,,,,,,,S,IA,00,,,,,,,X,
SB23,C00247403,SB23.61014,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-03-27,20100.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.61002,,,CCM,JOSH HAWLEY FOR SENATE,,,,,,PO BOX 31476,,ST. LOUIS,MO,63131,,,2024-03-19,35086.00,,Earmarked Donations,,C00652727,JOSH HAWLEY FOR SENATE,,,,,,,S,MO,00,,,,,,,,
SB23,C00247403,SB23.60982,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,,,2024-03-07,6600.00,,Earmarked Donations,,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,,
SB23,C00247403,SB23.60987,,,CCM,MARSHA BLACKBURN FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,,,2024-03-12,1000.00,,Earmarked Donations,,C00376939,MARSHA BLACKBURN FOR SENATE,,,,,,,S,TN,00,,,,,,,,
SB23,C00247403,SB23.61030,,,CCM,PALLONE FOR CONGRESS,,,,,,PO BOX 3176,.,LONG BRANCH,NJ,07740,,,2024-03-28,33200.00,,Earmarks,011,C00226928,PALLONE FOR CONGRESS,H8NJ03073,PALLONE,FRANK JR,,,,H,NJ,06,,,,,,,,
SB23,C00247403,SB23.61033,,,CCM,Sherman for Congress,,,,,,555 SOUTH FLOWER STREET SUITE 4510,,Los Angeles,CA,90071,,,2024-03-28,5000.00,,Earmarks,011,,Sherman for Congress,,,,,,,,,,,,,,,,,
