form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00437244,18023734,,,CCM,Casten For Congress,,,,,,928 Warren Ave.,,Downers Grove,IL,60515,P2024,,2024-02-05,5000.00,0.00,,011,C00648493,Casten For Congress,H8IL06139,Casten,Sean,,Rep.,,H,IL,06,,,,,,,,
SB23,C00437244,18023737,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave Se,#15180,Washington,OH,20003,P2024,,2024-02-05,1000.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,S,OH,,,,,,,,,
SB23,C00437244,18023739,,,PAC,Transmission PAC,,,,,,226 7th Street NE,,Washington,DC,20002,,,2024-02-05,5000.00,0.00,2024,011,C00859520,,,,,,,,,,,,,,,,,,2024
SB23,C00437244,18023764,,,COM,Jacky Rosen Victory Fund,,,,,,PO Box 15854,,Washington,DC,20003,,,2024-02-05,1000.00,0.00,Rosen for Nevada - 2024 Primary,011,,,,,,,,,,,,,,,,,,,Rosen for Nevada - 2024 Primary
SB23,C00437244,18023765,,,CCM,Rosen for Nevada,,,,,,PO BOX 27195,,Las Vegas,NV,89126,P2024,,2024-02-05,1000.00,0.00,Jacky Rosen Victory Fund,011,C00606939,Rosen for Nevada,S8NV00156,,,,,,S,NV,,,,,,,,X,(Memo Entry)
SB23,C00437244,18025326,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2024,,2024-02-07,5000.00,0.00,,011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,,Sen.,MD,S,WY,,,,,,,,,
SB23,C00437244,18066366,,,COM,Casey Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,19102,,,2024-02-15,1000.00,0.00,2024 - Bob Casey for Senate 2024 Primary,011,,,,,,,,,,,,,,,,,,,2024 - Bob Casey for Senate 2024 Primary
SB23,C00437244,18066367,,,CCM,Bob Casey For Senate Inc,,,,,,PO Box 58746,,Philadelphia,PA,19102,P2024,,2024-02-15,1000.00,0.00,Casey Keystone Victory Fund,011,C00431056,Bob Casey For Senate Inc,S6PA00217,Casey,Bob,,Sen.,Jr.,S,PA,,,,,,,,X,(Memo Entry)
SB23,C00437244,18066368,,,CCM,Claudia Tenney For Congress,,,,,,PO Box 244,,Clinton,NY,13323,P2024,,2024-02-15,1000.00,0.00,,011,C00632828,Claudia Tenney For Congress,H4NY22051,Tenney,Claudia,,Rep.,,H,NY,22,,,,,,,,
SB23,C00437244,18066369,,,CCM,John Curtis for Utah,,,,,,"370 East South Temple, Suite 580",,Salt Lake City,UT,84111,P2024,,2024-02-15,1000.00,0.00,,011,C00647339,John Curtis for Utah,H8UT03238,Curtis,John,,Rep.,,H,UT,03,,,,,,,,
