form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00164939,SB23.29265,,,CCM,ANDRE CARSON FOR CONGRESS,,,,,,P.O. BOX 1863,,INDIANAPOLIS,IN,46206,G2023,,2023-07-27,1000.00,,,,C00442921,ANDRE CARSON FOR CONGRESS,H8IN07184,CARSON,ANDRE,,,,H,IN,07,,,,,,,,
SB23,C00164939,SB23.29777,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,G2023,,2023-12-12,3000.00,,,,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00164939,SB23.29358,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,G2023,,2023-09-18,1000.00,,,,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,HINSON,ASHLEY,,,,H,IA,01,,,,,,,,
SB23,C00164939,SB23.29362,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,G2023,,2023-09-25,1000.00,,,,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,PFLUGER,AUGUST LEE II,,,,H,TX,11,,,,,,,,
SB23,C00164939,SB23.29402,,,CCM,BADLANDS PAC,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,P2023,,2023-11-28,5000.00,,,,C00543207,BADLANDS PAC,H0ND01026,CRAMER,KEVIN,,,,H,ND,01,,,,,,,,
SB23,C00164939,SB23.29262,,,CCM,BEATTY FOR CONGRESS,,,,,,222 EAST TOWN STREET,SUITE 2W,COLUMBUS,OH,43215,G2023,,2023-07-27,1000.00,,,,C00507368,BEATTY FOR CONGRESS,H2OH03125,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00164939,SB23.29326,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,G2023,,2023-09-08,1000.00,,,,C00714865,BETH VAN DUYNE FOR CONGRESS,H0TX24209,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00164939,SB23.29381,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,G2023,,2023-10-16,1000.00,,,,C00543983,BILL CASSIDY FOR US SENATE,H8LA00017,CASSIDY,WILLIAM,,,,H,LA,06,,,,,,,,
SB23,C00164939,SB23.29284,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,918 PENNSYLVANIA AVE SE,,WASHINGTON,DC,20003,G2023,,2023-07-27,1000.00,,,,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS,H4NJ12149,COLEMAN,BONNIE WATSON,,,,H,NJ,12,,,,,,,,
SB23,C00164939,SB23.29294,,,CCM,BYRON DONALDS FOR CONGRESS,,,,,,2430 VANDERBILT BEACH ROAD,STE 108 PMB 260,NAPLES,FL,34108,G2023,,2023-07-27,1000.00,,,,C00733329,BYRON DONALDS FOR CONGRESS,H2FL14186,DONALDS,BYRON,,,,H,FL,19,,,,,,,,
SB23,C00164939,SB23.29253,,,CCM,CAROL FOR CONGRESS,,,,,,1316 12TH STREET,,HUNTINGTON,WV,25701,G2023,,2023-07-14,1000.00,,,,C00653220,CAROL FOR CONGRESS,H8WV03097,MILLER,CAROL DEVINE,,,,H,WV,03,,,,,,,,
SB23,C00164939,SB23.29322,,,CCM,CASTRO FOR CONGRESS,,,,,,PO BOX 544,,SAN ANTONIO,TX,78292,G2023,,2023-09-08,1000.00,,,,C00497933,CASTRO FOR CONGRESS,H2TX35011,CASTRO,JOAQUIN MR.,,,,H,TX,20,,,,,,,,
SB23,C00164939,SB23.29387,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,G2023,,2023-10-16,1000.00,,,,C00796433,CHUCK EDWARDS FOR CONGRESS,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,,,,,,,,
SB23,C00164939,SB23.29349,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2023,,2023-09-08,1000.00,,,,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00164939,SB23.29266,,,CCM,CLEAVER FOR CONGRESS,,,,,,P.O.BOX 411872,,KANSAS CITY,MO,64141,G2023,,2023-07-27,1000.00,,,,C00395848,CLEAVER FOR CONGRESS,H4MO05234,CLEAVER,EMANUEL II,,,,H,MO,05,,,,,,,,
SB23,C00164939,SB23.29277,,,CCM,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,,,,,,4153 FLAT SHOALS PARKWAY,"SUITE 322, BUILDING C, 2ND FLOOR",DECATUR,GA,30034,G2023,,2023-07-27,1000.00,,,,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,H6GA04129,JOHNSON,HENRY C 'HANK',,,,H,GA,04,,,,,,,,
