form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00164939,SB23.29952,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,3321 AVENUE I,SUITE 6,SCOTTSBLUFF,NE,69361,G2024,,2024-06-20,1000.00,,,,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,SMITH,ADRIAN,,,,H,NE,03,,,,,,,,
SB23,C00164939,SB23.29936,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,G2024,,2024-04-18,1000.00,,,,C00703843,BICE FOR CONGRESS,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00164939,SB23.29933,,,PAC,CITIZENS FOR BOYLE,,,,,,PO BOX 11545,,PHILADELPHIA,PA,19116,G2024,,2024-04-18,1000.00,,,,,,H4PA13199,BOYLE,BRENDAN F,,,,H,PA,13,,,,,,,,
SB23,C00164939,SB23.29937,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,G2024,,2024-04-18,2500.00,,,,C00379735,COLE FOR CONGRESS,H2OK04055,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00164939,SB23.29950,,,PAC,FIELD OF DREAMS PAC,,,,,,PO BOX 183,,HUDSON,WI,54016,G2024,,2024-06-12,1000.00,,,,,,H2MN01223,FINSTAD,BRAD,,,,H,MN,01,,,,,,,,
SB23,C00164939,SB23.29934,,,CCM,FRIENDS OF LUCY MCBATH,,,,,,885 WOODSTOCK RD,SUITE 430-528,ROSWELL,GA,30075,G2024,,2024-04-18,1000.00,,,,C00672295,FRIENDS OF LUCY MCBATH,H8GA06393,MCBATH,LUCIA KAY MS.,,,,H,GA,06,,,,,,,,
SB23,C00164939,SB23.29940,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,PO BOX 681202,,SCHAUMBURG,IL,60168,G2024,,2024-04-18,1000.00,,,,C00575092,FRIENDS OF RAJA FOR CONGRESS,H6IL08147,KRISHNAMOORTHI,S. RAJA,,,,H,IL,08,,,,,,,,
SB23,C00164939,SB23.29935,,,CCM,HERN FOR CONGRESS,,,,,,8630 S PEORIA AVENUE,,TULSA,OK,74132,G2024,,2024-04-18,1000.00,,,,C00636092,HERN FOR CONGRESS,H8OK01157,HERN,KEVIN R,,,,H,OK,01,,,,,,,,
SB23,C00164939,SB23.29941,,,CCM,JOE MORELLE FOR CONGRESS,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,G2024,,2024-04-18,1000.00,,,,C00675108,JOE MORELLE FOR CONGRESS,H8NY25105,MORELLE,JOSEPH D,,,,H,NY,25,,,,,,,,
SB23,C00164939,SB23.29951,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-06-17,2500.00,,,,C00808279,JOHN DUARTE FOR CONGRESS,H2CA13131,DUARTE,JOHN,,,,H,CA,13,,,,,,,,
SB23,C00164939,SB23.29939,,,CCM,LISA BLUNT ROCHESTER FOR CONGRESS,,,,,,PO BOX 9767,,WILMINGTON,DE,19809,G2024,,2024-04-18,1000.00,,,,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,H6DE00206,ROCHESTER,LISA BLUNT,,,,H,DE,00,,,,,,,,
SB23,C00164939,SB23.29938,,,CCM,LUCAS FOR CONGRESS,,,,,,PO BOX 1726,,OKLAHOMA CITY,OK,73101,G2024,,2024-04-18,5000.00,,,,C00287912,LUCAS FOR CONGRESS,H4OK06056,LUCAS,FRANK D,,Rep.,,H,OK,03,,,,,,,,
SB23,C00164939,SB23.29943,,,CCM,MANN FOR CONGRESS,,,,,,PO BOX 1084,,SALINA,KS,67402,G2024,,2024-04-29,1000.00,,,,C00460659,MANN FOR CONGRESS,H0KS01123,MANN,TRACEY ROBERT,,,,H,KS,01,,,,,,,,
SB23,C00164939,SB23.29942,,,CCM,MORAN FOR KANSAS,,,,,,PO BOX 1151,,HAYS,KS,67601,G2024,,2024-04-29,1000.00,,,,C00458315,MORAN FOR KANSAS,H6KS01096,MORAN,JERRY,,Rep.,,H,KS,01,,,,,,,,
