form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00125534,SB29.7950,,,CCM,Brian McLaughlin for Judge,,,,,,9406 Tulip Street,,Philadelphia,PA,19114,,,2023-03-30,1000.00,,Brian McLaughlin; Philadelphia Court of Common Pleas,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8074,,,COM,Burzichelli for Senate,,,,,,521 Swedesboro Road,,Gibbstown,NJ,08027,,,2023-06-06,2600.00,,John Burzichelli; NJ state senator for 3rd district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8056,,,CCM,CITIZENS FOR CARL JACKSON,,,,,,1215 E. FORT AVENUE SUITE 303,,BALTIMORE,MD,21230,,,2023-05-23,500.00,,Carl Jackson; MD House of Delegates for 8th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8064,,,CCM,Citizens for Hughes,,,,,,P.O. Box 13031,,Philadelphia,PA,19101,,,2023-06-06,500.00,,Vincent Hughes; PA state senator for the 7th district,011,,,,,,,,,S,PA,07,,,,,,,,
SB29,C00125534,SB29.7977,,,CCM,CITIZENS FOR OMAR SABIR,,,,,,7300 CITY LINE AVENUE,,PHILADELPHIA,PA,19151,,,2023-02-28,2000.00,,Omar Sabir; Philadelphia City Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.7954,,,CCM,Committee to Elect Christine Reuther,,,,,,P.O. Box 92,,Wallingford,PA,18086,,,2023-01-17,500.00,,Chrisitne Reuther; Delaware County Council,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.7960,,,PAC,Committee to Elect Joseph DiGirolamo,,,,,,SEVEN NESHAMINY INTERPLEX,SUITE 200,TREVOSE,PA,19053,,,2023-01-17,3750.00,,Joseph DiGirolamo; Mayor of Bensalem,010,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.7973,,,CCM,Deeley 15,,,,,,PO BOX 22535,,PHILADELPHIA,PA,19102,,,2023-02-14,1500.00,,Lisa Deeley; Philadelphia City Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.7988,,,CCM,Deeley 15,,,,,,PO BOX 22535,,PHILADELPHIA,PA,19102,,,2023-03-28,500.00,,Lisa Deeley; Philadelphia City Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.7969,,,COM,Dillon for State Senate,,,,,,P.O. Box 63136,,Philadelphia,PA,19154,,,2023-02-08,2000.00,,Jimmy Dillon; PA state senator for 5th district,011,,,,,,,,,,,,,,,,,,,
