form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00370569,SB29.5915,,,CCM,Citizens for Alec,,,,,,PO Box 61,,Plymouth,PA,18651,G2023,,2023-08-29,1000.00,,campaign contribution,011,,Citizens for Alec,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5907,,,CCM,Committee to Elect Andrew Kuzma,,,,,,3485 South Park Rd,,Bethel Park,PA,15102,G2023,,2023-08-29,1000.00,,campaign contribution,011,,Committee to Elect Andrew Kuzma,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5921,,,CCM,Committee to Elect Ryan Bizzarro,,,,,,PO Box 8570,,Erie,PA,16505,G2023,,2023-08-29,1000.00,,campaign contribution,011,,Committee to Elect Ryan Bizzarro,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5924,,,CCM,Friends of Bob Harvie,,,,,,346 Stratton Ct,,Langhorne,PA,19047,G2023,,2023-09-15,1000.00,,campaign contribution,011,,Friends of Bob Harvie,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5911,,,CCM,Friends of Bridget Malloy Kosierowski,,,,,,933 Northern Blvd,,S. Abington Twp.,PA,18411,G2023,,2023-08-29,1000.00,,campaign contribution,011,,Friends of Bridget Malloy Kosierowski,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5894,,,CCM,Friends of Joe Kerwin,,,,,,PO Box 545,,Harrisburg,PA,17108,G2023,,2023-07-05,500.00,,campaign contribution,011,,Friends of Joe Kerwin,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5900,,,CCM,Friends of Joe Pittman,,,,,,PO Box 382,,Indiana,PA,15701,G2023,,2023-07-26,1000.00,,campaign contribution,011,,Friends of Joe Pittman,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5903,,,CCM,Friends of Pat Stefano,,,,,,PO Box 662,,Connellsville,PA,15425,G2023,,2023-07-26,500.00,,campaign contribution,011,,Friends of Pat Stefano,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5906,,,CCM,Friends of Sharif Street,,,,,,PO Box 28854,,Philadelphia,PA,19151,G2023,,2023-08-07,1000.00,,campaign contribution,011,,Friends of Sharif Street,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5918,,,CCM,Kaufer Now Committee,,,,,,PO Box 412,,Harrisburg,PA,17108,G2023,,2023-08-29,1000.00,,campaign contribution,011,,Kaufer Now Committee,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5899,,,CCM,Maria for PA,,,,,,PO Box 1006,,Spring House,PA,19477,G2023,,2023-07-25,1000.00,,campaign contribution,011,,Maria for PA,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5897,,,PAC,Northeast Republican House Delegation,,,,,,2052 N. Autumn Chase Dr,,Mechanicsburg,PA,17055,G2023,,2023-07-05,1000.00,,PAC contribution,011,,Northeast Republican House Delegation,,,,,,,,,,,,,,,,,
