form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,19987318,,,COM,Friends of Alisha Bell,,,,,,5855 Oakman Blvd,,Detroit,MI,48204,,,2024-02-02,500.00,0.00,Non-Federal Contribution,011,,,,Bell,Alisha,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988311,,,COM,Sandoval for Mayor 2024,,,,,,Deane & Company,"1700 Tribute Rd., Ste. 201",Sacramento,CA,95815,,,2024-02-05,3000.00,0.00,Non-Federal Contribution,011,,,,Sandoval,Tim,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988312,,,COM,Victor Preciado for City Council 2026,,,,,,647 W. 11th Street,,Pomona,CA,91766,,,2024-02-05,2000.00,0.00,Non-Federal Contribution,011,,,,Preciado,Victor,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988317,,,COM,Kathryn Lybarger for Senate 2024,,,,,,"Pruitt, LLC","1017 L St., PMB #292",Sacramento,CA,95814,,,2024-02-05,3000.00,0.00,Non-Federal Contribution,011,,,,Lybarger,Kathryn,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988339,,,COM,John Stovall for State House,,,,,,PO Box 19829,,Louisville,KY,40259,,,2024-02-05,2100.00,0.00,Non-Federal Contribution,011,,,,Stovall,John,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988351,,,COM,Rick Cole for City Council,,,,,,1665 Brigden Road,,Pasadena,CA,91104,,,2024-02-06,500.00,0.00,Non-Federal Contribution,011,,,,Cole,Rick,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988353,,,PTY,Working Californians,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,,,2024-02-06,50000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19988663,,,COM,James for NY,,,,,,32 Union Square East,Suite 1211,New York,NY,10003,,,2024-02-07,-1000.00,0.00,Voided Check from 5/24/2023,011,,,,James,Letitia,,,,,,,,,,,,,,Voided Check from 5/24/2023
SB29,C00002766,19988680,,,ORG,Neighbors supporting Nithya Raman for City Council 2024,,,,,,"Sacramento Gov Complaince, Greenbe","400 Capitol Mall, Ste 2400",Sacramento,CA,95814,,,2024-02-07,25000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19990747,,,COM,Limon for Senate 2024,,,,,,1414 K Street,Suite 250,Sacramento,CA,95814,,,2024-02-09,5500.00,0.00,Non-Federal Contribution,011,,,,Limon,S. Monique,,,,,,,,,,,,,,Non-Federal Contribution
