form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00756940,500001441,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-02,0.99,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001466,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-02,5.25,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001442,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-09,3.95,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001465,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-09,13.37,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001464,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-16,9.99,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001506,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-16,0.40,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001449,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-23,0.99,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001463,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-23,7.52,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001462,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-30,9.08,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00756940,500001461,,,ORG,ActBlue Technical Services,,,,,,36 Summer St,,Somerville,MA,021431701,,,2023-07-31,0.40,0.00,Non-Contribution Account - Service Fees,,,,,,,,,,,,,,,,,,,,
