form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00612820,B-117,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-01-05,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-118,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-01-05,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-119,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-01-05,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-114,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,G2024,,2024-01-05,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-122,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-02-01,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-123,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-02-01,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-124,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-02-01,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-125,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-02-05,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-128,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-02-27,145.50,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-129,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-03-05,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-134,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-03-20,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-135,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-03-20,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-136,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-03-20,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-132,,,ORG,United States Treasury,,,,,,PO Box 932700,,Louisville,KY,40293,,,2024-03-20,608.32,,IRS 990 Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-145,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-03-27,145.50,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-137,,,ORG,Chase Card Services,,,,,,PO Box 6294,,Carol Stream,IL,60197,,,2024-03-29,1395.00,,Credit Card Payment - See Memo if Itemized,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-140,B-137,,ORG,CNA Insurance,,,,,,PO Box 74007619,,Chicago,IL,606747619,,,2024-03-29,1395.00,,Insurance,001,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Card Services
SB21B,C00612820,B-138,,,ORG,Chase Card Services,,,,,,PO Box 6294,,Carol Stream,IL,60197,,,2024-03-29,30.45,,Credit Card Payment - See Memo if Itemized,001,,,,,,,,,,,,,,,,,,,
