form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00388819,B888214,,,PTY,DSCC,,,,,,120 Maryland Ave. NE,,Washington,DC,20002,O2024,Not Applicable,2024-10-10,1000.00,,Contribution,011,C00042366,,,,,,,,,, ,,,,,,,,
SB23,C00388819,B888215,,,PAC,I Got Your Back Pac,,,,,,122 C Street NW Suite 360,,Washington,DC,20003,O2024,Not Applicable,2024-10-10,1300.00,,Contribution,011,C00633156,,,,,,,,,, ,,,,,,,,
SB23,C00388819,B888216,,,PAC,I Got Your Back Pac,,,,,,122 C Street NW Suite 360,,Washington,DC,20003,O2024,Not Applicable,2024-10-10,1000.00,,Contribution,011,C00633156,,,,,,,,,, ,,,,,,,,
SB23,C00388819,B888211,,,CCM,Pallone for Congress,,,,,,495 Broadway,,Long Branch,NJ,07740,G2024,,2024-10-10,2500.00,,Contribution,011,C00226928,,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00388819,B888213,,,CCM,Richard E Neal for Congress Committee,,,,,,415 New Jersey Ave SE Suite 1,,Washington,DC,20003,G2024,,2024-10-10,2500.00,,Contribution,011,C00226522,,H8MA02041,Neal,Richard,E,,,H,MA,01,,,,,,,,
SB23,C00388819,B888212,,,CCM,Stand With Sanchez,,,,,,415 New Jersey Ave SE Suite 1,,Washington,DC,20003,G2024,,2024-10-10,500.00,,Contribution,011,C00384057,,H2CA39078,Sanchez,Linda,,,,H,CA,38,,,,,,,,
SB23,C00388819,B869137,,,CCM,Blake Moore For Congress,,,,,,3213 Duke Street Suite 700,,Alexandria,VA,22314,O2024,Convention,2024-10-15,-1000.00,,Contribution,011,C00738872,,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,Void check originally dated 3/29/24
SB23,C00388819,B888925,,,CCM,Blake Moore For Congress,,,,,,3213 Duke Street Suite 700,,Alexandria,VA,22314,G2024,,2024-10-15,1000.00,,Contribution,011,C00738872,,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,
SB23,C00388819,B882076A,,,CCM,RAND PAUL FOR US SENATE,,,,,,PO BOX 100,,Goshen,KY,40026,P2028,,2024-08-29,2500.00,,Contribution,011,C00496075,,S0KY00156,Paul,Rand,,,,S,KY, ,,,,,,,X,
SB23,C00388819,B882076B,,,CCM,RAND PAUL FOR US SENATE,,,,,,PO BOX 100,,Goshen,KY,40026,G2028,,2024-10-01,1700.00,,Contribution,011,C00496075,,S0KY00156,Paul,Rand,,,,S,KY, ,,,,,,,X,Redesignation and partial reallocation of the above disbursement reported on the Q3
