form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00738815,SB21B.5492,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-01,-1800.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5546,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-01,30000.00,,Adv IE Payment for Contract for canvassers,001,,,H8MN05239,OMAR,ILHAN,,,,H,MN,05,,,,,,,,
SB21B,C00738815,SB21B.5493,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-02,-900.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5494,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-03,-3200.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5495,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-04,-2800.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5496,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-05,-600.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5497,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-06,-1800.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5498,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-07,-1200.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5499,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-08,-1400.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5500,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-09,-2600.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5501,,,ORG,Base Builder LLC,,,,,,3126 Oakland Avenue,,Minneapolis,MN,55407,P2024,,2024-08-10,-4800.00,,$30K IE paid  08/01 - see line 24,001,,,,,,,,,,,,,,,,,,,
