form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00765982,SB21B.I8762,,,ORG,1060 GROUP,,,,,,3303 ROSEFINCH TRAIL,,AUSTIN,TX,78746,,,2023-06-14,20929.43,,POLITICAL CONSULTING/TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00765982,SB21B.I10108,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK,NY,10281,,,2023-06-01,571.81,,CREDIT CARD PAYMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00765982,SB21B.I10160,SB21B.I10108,SB21B,ORG,ADOBE,,,,,,345 PARK AVE,,SAN JOSE,CA,95110,,,2023-04-25,22.25,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10165,SB21B.I10108,SB21B,ORG,FREE CONFRENCE CALL,,,,,,4300 EAST PACIFIC COAST HIGHWAY,,LONG BEACH,CA,90804,,,2023-05-08,19.75,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10162,SB21B.I10108,SB21B,ORG,GOOGLE,,,,,,1600 AMPITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,94043,,,2023-05-01,28.29,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10164,SB21B.I10108,SB21B,ORG,LEXISNEXIS,,,,,,9443 SPRINGBORO PIKE,,MIAMISBURG,OH,45342,,,2023-05-07,420.82,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10158,SB21B.I10108,SB21B,ORG,MICROSOFT,,,,,,ONE MICROSOFT WAY,,REDMOND,WA,98052,,,2023-04-17,15.42,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10159,SB21B.I10108,SB21B,ORG,MICROSOFT,,,,,,ONE MICROSOFT WAY,,REDMOND,WA,98052,,,2023-04-17,6.36,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10166,SB21B.I10108,SB21B,ORG,TECHSMITH,,,,,,2405 WOODLAKE DRIVE,,OKEMOS,MI,48864,,,2023-05-10,13.36,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10161,SB21B.I10108,SB21B,ORG,THE UPS STORE,,,,,,6060 CORNERSTORE COURT,,SAN DIEGO,CA,92121,,,2023-04-25,22.78,,DELIVERY,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I10163,SB21B.I10108,SB21B,ORG,THE UPS STORE,,,,,,6060 CORNERSTORE COURT,,SAN DIEGO,CA,92121,,,2023-05-03,22.78,,DELIVERY,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I8020,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK,NY,10281,,,2023-04-03,646.70,,CREDIT CARD PAYMENT ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00765982,SB21B.I8038,SB21B.I8020,SB21B,ORG,ADOBE,,,,,,345 PARK AVE,,SAN JOSE,CA,95110,,,2023-02-19,22.25,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I8035,SB21B.I8020,SB21B,ORG,FEDEX,,,,,,942 S SHADY GROVE RD,,MEMPHIS,TN,38120,,,2023-03-02,26.71,,DELIVERY,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I8028,SB21B.I8020,SB21B,ORG,FREE CONFRENCE CALL,,,,,,4300 EAST PACIFIC COAST HIGHWAY,,LONG BEACH,CA,90804,,,2023-03-08,3.95,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00765982,SB21B.I8029,SB21B.I8020,SB21B,ORG,FREE CONFRENCE CALL,,,,,,4300 EAST PACIFIC COAST HIGHWAY,,LONG BEACH,CA,90804,,,2023-03-08,3.95,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
