form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00773283,SB.1,,,ORG,CMDI,,,,,,1593 SPRING HILL RD #400,,VIENNA,VA,22182,,,2023-04-06,1250.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.2,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-04-25,55.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.3,,,ORG,CMDI,,,,,,1593 SPRING HILL RD #400,,VIENNA,VA,22182,,,2023-05-05,1250.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.4,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-05-26,55.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.5,,,ORG,CMDI,,,,,,1593 SPRING HILL RD #400,,VIENNA,VA,22182,,,2023-06-05,1250.00,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB21BCC,,,ORG,BB&T VISA,,,,,,PO BOX 580340,,CHARLOTTE,NC,28258,,,2023-06-16,868.40,,CREDIT CARD PAYMENT - SEE DETAIL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB21BCC001,SB21BCC,SB21B,ORG,UNITED AIRLINES,,,,,,233 S WACKER RD STE 430,,CHICAGO,IL,60606,,,2023-06-16,868.40,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00773283,SB.7,,,ORG,ANEDOT,,,,,,1340 POYDRAS STSTE 1770,,NEW ORLEANS,LA,70112,,,2023-06-23,1585.80,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.8,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-06-26,55.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.9,,,ORG,ANEDOT,,,,,,1340 POYDRAS STSTE 1770,,NEW ORLEANS,LA,70112,,,2023-06-27,528.60,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00773283,SB.10,,,ORG,ANEDOT,,,,,,1340 POYDRAS STSTE 1770,,NEW ORLEANS,LA,70112,,,2023-06-29,568.90,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
