form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00364158,VPEAHAC0B10,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-06-07,1000.00,0.00,Federal Contribution,,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00364158,VPEAHAC0940,,,CCM,Anna Eshoo For Congress,,,,,,555 Capitol Mall,Ste 400,Sacramento,CA,958144503,P2024,,2023-05-15,2500.00,0.00,Federal Contribution,,C00258475,,,Eshoo,Anna,G.,,,H,CA,18,,,,,,,,
SB23,C00364158,VPEAHABXWB0,,,CCM,Wiley Nickel for Congress,,,,,,499 S Capitol St SW,Ste 407,Washington,DC,200034016,P2024,,2023-01-26,1500.00,0.00,Federal Contribution,,C00763045,,,Nickel,Wiley,,,,H,NC,13,,,,,,,,
SB23,C00364158,VPEAHABZBB0,,,CCM,Dr. Raul Ruiz For Congress,,,,,,PO Box 1566,,Indio,CA,922021566,P2024,,2023-03-06,1000.00,0.00,Federal Contribution,,C00502575,,,Ruiz,Raul,,Dr.,MD,H,CA,25,,,,,,,,
SB23,C00364158,VPEAHABZGC0,,,PTY,DCCC,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2023-03-20,5000.00,0.00,Federal Contribution,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00364158,VPEAHABZBG0,,,PAC,New Democrat Coalition Action Fund,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2023-03-06,2500.00,0.00,Federal Contribution,,C00409730,New Democrat Coalition Action Fund,,,,,,,,,,,,,,,,,
SB23,C00364158,VPEAHABZGH0,,,CCM,Simpson For Congress,,,,,,1487 Parkway Dr,,Blackfoot,ID,832211667,P2024,,2023-03-20,1500.00,0.00,Federal Contribution,,C00331397,,,Simpson,Michael,,,,H,ID,02,,,,,,,,
SB23,C00364158,VPEAHAC02S0,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-04-19,1000.00,0.00,Federal Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00364158,VPEAHABZB11,,,CCM,Matsui For Congress,,,,,,PO Box 1738,,Sacramento,CA,958121738,P2024,,2023-03-06,1000.00,0.00,Federal Contribution,,C00409219,,,Matsui,Doris,,,,H,CA,07,,,,,,,,
SB23,C00364158,VPEAHABZB61,,,CCM,Vern Buchanan For Congress,,,,,,PO Box 48928,,Sarasota,FL,342305928,P2024,,2023-03-06,1000.00,0.00,Federal Contribution,,C00412759,,,Buchanan,Vernon,,,,H,FL,16,,,,,,,,
