form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00492116,EB1020,,,ORG,"Capitol Advocacy, LLC",,,,,,1301 I Street,,Sacramento,CA,95814,,,2023-01-09,6000.00,,Consultant Federal Public Policy,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,EB1025,,,ORG,"Capitol Advocacy, LLC",,,,,,1301 I Street,,Sacramento,CA,95814,,,2023-02-07,6000.00,,Consultant Federal Public Policy,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,EB1023,,,ORG,"Capitol Advocacy, LLC",,,,,,1301 I Street,,Sacramento,CA,95814,,,2023-03-08,6000.00,,Consultant Federal Public Policy,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,EB1041,,,ORG,"Capitol Advocacy, LLC",,,,,,1301 I Street,,Sacramento,CA,95814,,,2023-04-14,6000.00,,Consultant Federal Public Policy,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,EB1046,,,ORG,"Capitol Advocacy, LLC",,,,,,1301 I Street,,Sacramento,CA,95814,,,2023-04-14,556.75,,Travel Expenses,002,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,EB1042,,,ORG,"Capitol Advocacy, LLC",,,,,,1301 I Street,,Sacramento,CA,95814,,,2023-06-14,6000.00,,Consultant Federal Public Policy,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,NB1028,,,ORG,Cooperative of American Physicians,,,,,,333 S Hope St  8th Floor,,Los Angeles,CA,90071,O2023,Calendar Year,2023-02-21,1000.00,,Legal & Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,NB1029,,,ORG,Cooperative of American Physicians,,,,,,333 S Hope St  8th Floor,,Los Angeles,CA,90071,O2023,Calendar Year,2023-02-21,1000.00,,Legal & Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,NB1030,,,ORG,Cooperative of American Physicians,,,,,,333 S Hope St  8th Floor,,Los Angeles,CA,90071,O2023,Calendar Year,2023-04-20,1000.00,,Legal & Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00492116,NB1032,,,ORG,Cooperative of American Physicians,,,,,,333 S Hope St  8th Floor,,Los Angeles,CA,90071,O2023,Calendar Year,2023-06-05,1000.00,,Legal & Accounting Services,,,,,,,,,,,,,,,,,,,,
