form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00538835,500028195,,,PAC,"AAPI VICTORY FUND, INC.",,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-05-22,5000.00,0.00,Contribution,,C00589507,"AAPI VICTORY FUND, INC.",,,,,,,,,,,,,,,,,
SB23,C00538835,500028076,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,P2024,,2024-05-14,5000.00,0.00,Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,00,,,,,,,,
SB23,C00538835,500028194,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-05-28,5000.00,0.00,Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,00,,,,,,,,
SB23,C00538835,500028540,,,PAC,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-04-07,5000.00,0.00,"Credit Card Payment, See Below if Itemized",,,American Express,,,,,,,,,,,,,,,,,
SB23,C00538835,500027562,500028540,SB23,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,P2024,,2024-04-07,5000.00,0.00,Contribution made 3/5/24 on American Express,,C00839597,,,ALLRED,COLIN,,,,S,TX,00,,,,,,,X,*
SB23,C00538835,500028488,,,PAC,BIDEN VICTORY FUND,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-06-28,5000.00,0.00,Contribution,,C00744946,BIDEN VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00538835,500027896,,,PAC,CASEY KEYSTONE VICTORY FUND,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2024-05-03,5000.00,0.00,CONTRIBUTION,,C00545830,CASEY KEYSTONE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00538835,500028495,,,PTY,DEMOCRATIC PARTY OF VIRGINIA,,,,,,919 E Main St,Ste 2050,Richmond,VA,232190025,,,2024-06-24,5000.00,0.00,Contribution,,C00155952,DEMOCRATIC PARTY OF VIRGINIA,,,,,,,,,,,,,,,,,
SB23,C00538835,500028487,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,G2024,,2024-06-27,5000.00,0.00,Contribution,,C00558627,,,GALLEGO,RUBEN,,,,H,AZ,03,,,,,,,,
SB23,C00538835,500028493,,,CCM,Gloria Witt For Congress,,,,,,700 12Th St,Ste 502,Lynchburg,VA,245043037,P2024,,2024-06-18,2500.00,0.00,Contribution,,C00857219,,,Witt,Gloria,,,,H,VA,05,,,,,,,,
SB23,C00538835,500028494,,,CCM,Karen Baker For The 9Th District VA,,,,,,214 W Main St,,Floyd,VA,240912304,P2024,,2024-06-18,2500.00,0.00,Contribution,,C00870071,,,Baker,Karen,G.H.,,,H,VA,09,,,,,,,,
SB23,C00538835,500028489,,,CCM,Leslie Mehta For Congress,,,,,,PO Box 31404,,Henrico,VA,232941404,P2024,,2024-06-18,5000.00,0.00,Contribution,,C00863068,,,Mehta,Leslie,,,,H,VA,01,,,,,,,,
SB23,C00538835,500028492,,,CCM,Missy For Congress,,,,,,PO Box 55418,,Virginia Beach,VA,234719418,P2024,,2024-06-18,5000.00,0.00,Contribution,,C00849836,,,Cotter Smasal,Missy,,,,H,VA,02,,,,,,,,
SB23,C00538835,500027775,,,PAC,MONTANA DEMOCRATIC PARTY,,,,,,PO Box 802,,Helena,MT,596240802,,,2024-04-04,5000.00,0.00,CONTRIBUTION,,C00010033,MONTANA DEMOCRATIC PARTY,,,,,,,,,,,,,,,,,
SB23,C00538835,500028490,,,CCM,Suhas For Virginia,,,,,,PO Box 302,,Ashburn,VA,201460302,P2024,,2024-06-18,5000.00,0.00,Contribution,,C00856963,,,Subramanyam,Suhas,,,,H,VA,10,,,,,,,,
SB23,C00538835,500028491,,,CCM,Vindman For Congress,,,,,,4222 Fortuna Center Plz,Ste 664,Dumfries,VA,220251515,P2024,,2024-06-18,5000.00,0.00,Contribution,,C00856955,,,Vindman,Yevgeny 'Eugene',,,,H,VA,07,,,,,,,,
