form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00424382,SB23.39067,,,CAN,,BACON,DONALD J,,,,PO BOX 391368,,OMAHA,NE,68139,P2024,,2023-12-11,1000.00,,Political Contribution,011,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00424382,SB23.39058,,,CAN,,BENNET,MICHAEL F,,,,2830 EAST 7TH AVENUE,,DENVER,CO,80206,P2028,,2023-11-28,1000.00,,Political Contribution,011,C00458398,BENNET FOR COLORADO,,,,,,,S,CO,00,,,,,,,,
SB23,C00424382,SB23.39030,,,CAN,,BLACKBURN,MARSHA MRS,,,,6103 MURRAY LANE,,BRENTWOOD,TN,37027,P2024,,2023-07-21,2000.00,,Political Contribution,011,C00376939,MARSHA FOR SENATE,,,,,,,S,TN,00,,,,,,,,
SB23,C00424382,SB23.39034,,,CAN,,BURLISON,ERIC,,,,2135 E. INDEPENDENCE AVE,#1007,SPRINGFIELD,MO,65804,P2024,,2023-07-26,1000.00,,Political Contribution,011,C00788414,ERIC BURLISON FOR CONGRESS,,,,,,,H,MO,07,,,,,,,,
SB23,C00424382,SB23.39052,,,CAN,,BURLISON,ERIC,,,,2135 E. INDEPENDENCE AVE,#1007,SPRINGFIELD,MO,65804,P2024,,2023-11-09,2000.00,,Political Contribution,011,C00788414,ERIC BURLISON FOR CONGRESS,,,,,,,H,MO,07,,,,,,,,
SB23,C00424382,SB23.39051,,,CAN,,CLARK,KATHERINE,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,P2024,,2023-11-09,2500.00,,Political Contribution,011,C00541888,KATHERINE CLARK FOR CONGRESS,,,,,,,H,MA,05,,,,,,,,
SB23,C00424382,SB23.39060,,,PAC,DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE,,,,,,120 MARYLAND AVE NE,.,WASHINGTON,DC,20002,,,2023-11-30,15000.00,,Political Contribution,,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00424382,SB23.39068,,,CAN,,FISCHER,DEBRA S,,,,717 N WOOD STREET,,VALENTINE,NE,69201,P2024,,2023-12-11,2000.00,,Political Contribution,011,C00498907,DEB FISCHER FOR US SENATE INC,,,,,,,S,NE,00,,,,,,,,
SB23,C00424382,SB23.39063,,,CAN,,FLOOD,MIKE,,,,PO BOX 81041,,LINCOLN,NE,68501,P2024,,2023-11-30,2000.00,,Political Contribution,011,C00801241,MIKE FLOOD FOR CONGRESS,,,,,,,H,NE,01,,,,,,,,
SB23,C00424382,SB23.39065,,,CAN,,GALLAGHER,MICHAEL JOHN,,,,118 SOUTH WASHINGTON ST,#430A,GREEN BAY,WI,54301,P2024,,2023-11-30,1000.00,,Political Contribution,011,C00610212,MIKE GALLAGHER FOR WISCONSIN,,,,,,,H,WI,08,,,,,,,,
SB23,C00424382,SB23.39037,,,CAN,,GARCIA,SYLVIA R.,,,,PO BOX 8530,,HOUSTON,TX,77249,P2024,,2023-09-05,1000.00,,Political Contribution,011,C00660555,SYLVIA GARCIA FOR CONGRESS,,,,,,,H,TX,29,,,,,,,,
SB23,C00424382,SB23.39033,,,CAN,,HEINRICH,MARTIN,,,,PO BOX 25763,,ALBUQUERQUE,NM,87125,P2024,,2023-07-26,2000.00,,,,C00434563,MARTIN HEINRICH FOR SENATE,,,,,,,S,NM,00,,,,,,,,
SB23,C00424382,SB23.39057,,,CAN,,HICKENLOOPER,JOHN W.,,,,PO BOX 300669,,DENVER,CO,80203,P2026,,2023-11-28,1000.00,,Political Contribution,011,C00716720,HICKENLOOPER FOR COLORADO,,,,,,,S,CO,00,,,,,,,,
SB23,C00424382,SB23.39047,,,CAN,,NEAL,RICHARD E MR.,,,,36 ATWATER TERRACE,,SPRINGFIELD,MA,01107,P2024,,2023-11-09,1000.00,,Political Contribution,011,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,,H,MA,01,,,,,,,,
