form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00368993,SB23.5506,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,918 PENNSYLVANIA AVE SE,,WASHINGTON,DC,20003,,,2024-05-30,1000.00,,,,C00558437,,,,,,,,H,NJ,12,,,,,,,,
SB23,C00368993,SB23.5508,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,,,2024-06-27,1000.00,,,,C00379735,,,,,,,,H,OK,04,,,,,,,,
SB23,C00368993,SB23.5519,,,CCM,"DELAURO, ROSA L",,,,,,340 ORANGE STREET,,NEW HAVEN,CT,06511,,,2024-04-17,1000.00,,,,C00238865,,,,,,,,H,CT,03,,,,,,,,
SB23,C00368993,SB23.5524,,,CCM,"DELAURO, ROSA L",,,,,,340 ORANGE STREET,,NEW HAVEN,CT,06511,,,2024-04-17,500.00,,,,C00238865,,,,,,,,H,CT,03,,,,,,,,
SB23,C00368993,SB23.5507,,,CCM,FOUSHEE FOR CONGRESS,,,,,,PO BOX 16446,,CHAPEL HILL,NC,27516,,,2024-06-27,500.00,,,,C00794727,,,,,,,,H,NC,04,,,,,,,,
SB23,C00368993,SB23.5529,,,CCM,LAMONICA MCIVER FOR CONGRESS,,,,,,PO BOX 25585,,NEWARK,NJ,07101,,,2024-06-28,1000.00,,,,C00878603,,,,,,,,H,NJ,10,,,,,,,,
SB23,C00368993,SB23.5509,,,CCM,LORI TRAHAN FOR CONGRESS COMMITTEE,,,,,,PO BOX 1161,,LOWELL,MA,01853,,,2024-06-27,1000.00,,,,C00655647,,,,,,,,H,MA,03,,,,,,,,
SB23,C00368993,SB23.5527,,,CCM,MARKEY VICTORY FUND,,,,,,PO BOX 69,,MEDFORD,MA,02155,,,2024-05-20,1000.00,,,,C00698340,,,,,,,,,,,,,,,,,,
SB23,C00368993,SB23.5503,,,CCM,MENENDEZ FOR CONGRESS,,,,,,P.O. Box 848,,Union City,NJ,07087,P2024,,2024-04-18,1000.00,,,,C00264564,,,,,,,,H,NJ,13,,,,,,,,
SB23,C00368993,SB23.5504,,,CCM,"NORCROSS, DONALD W",,,,,,1 MARKET STREET UNIT 522,,CAMDEN,NJ,08102,,,2024-05-08,1000.00,,,,C00558320,,,,,,,,H,NJ,01,,,,,,,,
