form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00015933,SB29.231775,,,CCM,Alex for Arizona,,,,,,4105 N 20th Street,,Phoenix,AZ,85016,P2024,,2024-06-27,500.00,,Arizona State Representative,,,Alex for Arizona,,Kolodin,Alexander,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231742,,,CCM,Alma Hernandez for State Representative,,,,,,PO Box 766,,Tucson,AZ,85702,P2024,,2024-06-27,500.00,,Arizona State Representative,,,Alma Hernandez for State Representative,,Hernandez,Alma,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231736,,,CCM,Analise Ortiz for Arizona,,,,,,PO Box 14842,,Phoenix,AZ,85063,P2024,,2024-06-27,500.00,,Arizona State Senate,,,Analise Ortiz for Arizona,,Ortiz,Analise,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231773,,,CCM,Arizonans for Matt Gress,,,,,,1934 E Camelback Road,,Phoenix,AZ,85016,P2024,,2024-06-27,1000.00,,Arizona State Representative,,,Arizonans for Matt Gress,,Gress,Matt,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231783,,,CCM,Bennett for Senate,,,,,,2150 Ewin Drive,,Prescott,AZ,86305,P2024,,2024-06-27,500.00,,Arizona State Senate,,,Bennett for Senate,,Bennett,Ken,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231767,,,CCM,Blattman for AZ,,,,,,761 E University Dr,Ste 105,Mesa,AZ,85203,P2024,,2024-06-27,1000.00,,Arizona State Representative,,,Blattman for AZ,,Blattman,Seth,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231725,,,CCM,Bravo for Arizona,,,,,,4405 N 31st Drive,,Phoenix,AZ,85017,P2024,,2024-06-27,500.00,,Arizona State Senator,,,Bravo for Arizona,,Bravo,Flavio,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231737,,,CCM,Brian Fernandez for State Senate,,,,,,PO Box 545,,Yuma,AZ,85366,P2024,,2024-06-27,1000.00,,Arizona State Senate,,,Brian Fernandez for State Senate,,Fernandez,Brian,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231766,,,CCM,Catherine Miranda for State Senate,,,,,,5412 W Ellis Dr,,Laveen,AZ,85339,P2024,,2024-06-27,500.00,,Arizona State Senate,,,Catherine Miranda for State Senate,,Miranda,Catherine,,,,,AZ,,,,,,,,,
SB29,C00015933,SB29.231774,,,CCM,Chris 4 Arizona,,,,,,4026 E Larkspur Drive,,Phoenix,AZ,85032,P2024,,2024-06-27,1000.00,,Arizona State Senate,,,Chris 4 Arizona,,Marsh,Christine,,,,,AZ,,,,,,,,,
