form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00710848,500655535,,,ORG,Jewish Herald-Voice,,,,,,PO Box 153,,Houston,TX,770010153,P2024,,2024-02-08,3737.50,2024-02-01,7475.00,Print Advertising,,,S,H8TX07140,FLETCHER,ELIZABETH,,,,H,07,TX,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655536,,,ORG,Jewish Herald-Voice,,,,,,PO Box 153,,Houston,TX,770010153,P2024,,2024-02-08,3737.50,2024-02-01,7475.00,Print Advertising,,,O,H4TX07081,AGWAN,PERVEZ,S,,,H,07,TX,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655743,,,ORG,Jewish Voice,,,,,,641 Lexington Ave,,New York,NY,100224503,O2024,Special General,2024-01-19,12000.00,2024-02-01,35276.00,"Print Advertising: Originally reported estimated cost of $14,000 on 1/19/24 48-Hour Report",,,S,H6NY03247,SUOZZI,THOMAS,,,,H,03,NY,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655551,,,ORG,Long Island Jewish World,,,,,,PO Box 220297,,Great Neck,NY,110220297,O2024,Special General,2024-02-09,3000.00,2024-02-13,35276.00,Digital Advertising,,,S,H6NY03247,SUOZZI,THOMAS,,,,H,03,NY,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655757,,,ORG,San Diego Jewish Journal,,,,,,7742 Herschel Ave,Ste H,La Jolla,CA,920374444,O2024,Special Primary,,1200.00,2024-02-05,11760.00,Pre-Payment of Print Advertising,,,S,S4CA00555,SCHIFF,ADAM,,,,S,00,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500656498,,,ORG,San Diego Jewish Journal,,,,,,7742 Herschel Ave,Ste H,La Jolla,CA,920374444,O2024,Special Primary,,490.00,2024-02-13,11760.00,Pre-Payment of Print Advertising,,,S,S4CA00555,SCHIFF,ADAM,,,,S,00,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655758,,,ORG,San Diego Jewish World,,,,,,8260 Cafanzara Ct,,San Diego,CA,921191103,O2024,Special Primary,2024-02-07,230.00,2024-02-06,11760.00,Print Advertising,,,S,S4CA00555,SCHIFF,ADAM,,,,S,00,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500656497,,,ORG,Tribe Media Corp,,,,,,1880 CENTRAL Park E,Ste 200,Los Angeles,CA,90067,O2024,Special Primary,2024-02-09,9840.00,,11760.00,Print Advertising,,,S,S4CA00555,SCHIFF,ADAM,,,,S,00,CA,Petterson,Jay,,,,2024-02-22,X,* Non-Contribution Account
SE,C00710848,500655537,,,ORG,Trilogy Interactive LLC,,,,,,PO Box 4177,,Mountain View,CA,940400177,P2024,,2024-02-08,73333.34,2024-02-08,125000.00,Digital Advertising,,,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655538,,,ORG,Trilogy Interactive LLC,,,,,,PO Box 4177,,Mountain View,CA,940400177,P2024,,2024-02-08,36666.66,2024-02-08,125000.00,Digital Advertising,,,S,H4CA47119,WEISS,JOANNA,,,,H,47,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655539,,,ORG,Trilogy Interactive LLC,,,,,,PO Box 4177,,Mountain View,CA,940400177,P2024,,2024-02-08,10000.00,2024-02-08,125000.00,Digital Advertising Production,,,O,H4CA47085,MIN,DAVE,,,,H,47,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
SE,C00710848,500655540,,,ORG,Trilogy Interactive LLC,,,,,,PO Box 4177,,Mountain View,CA,940400177,P2024,,2024-02-08,5000.00,2024-02-08,125000.00,Digital Advertising Production,,,S,H4CA47119,WEISS,JOANNA,,,,H,47,CA,Petterson,Jay,,,,2024-02-22,,Non-Contribution Account
